P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:sawindex_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:sawsolar_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_107camilla_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_10hygiea_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_111ate1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_111ate2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_1167dubiago_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_1172aneas_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_1268libya_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_127johanna_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_128nemesis_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_130elektra_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_137meliboea_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_13egeria_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_148gallia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_14irene1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_14irene2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_171ophelia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_173ino_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_190ismene_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_194prokne_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_19fortuna1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_19fortuna2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_19fortuna3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_19fortuna4_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_203pompeja_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_20massalia1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_20massalia2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_20massalia3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_212medea_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_230athamantis_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_241germania_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_27euterpe1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_27euterpe2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_27euterpe3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_2pallas1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_2pallas2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_2pallas3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_2pallas4_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_30urania_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_329svea_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_34circe_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_386siegena_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_387aquitania_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_405thia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_409aspasia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_410chloris_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_419aurelia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_41daphne_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_431nephele_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_434hungaria_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_44nysa_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_45eugenia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_476hedwig_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_48doris_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_505cava_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_511davida_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa4_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa5_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_51nemausa6_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_52europa1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_52europa2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_52europa3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_532herculina_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_537pauly_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_54alexandra1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_54alexandra2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_54alexandra3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_57mnemosyne_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_5astraea1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_5astraea2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_602marianna_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_617patroclus_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_63ausonia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_64angelina_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_65cybele_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_702alauda_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_704interamnia1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_704interamnia2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_704interamnia3_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_70panopaea_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_712boliviana_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_72feronia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_804hispania_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_85io_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_87sylvia_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_91aegina_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_93minerva_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_95arethusa_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_98ianthe_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_9metis1_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_9metis2_tab::1.0
P,urn:nasa:pds:gbo.ast.sawyer.spectra:data:spectra_9metis3_tab::1.0
