 171 Ophelia    171ophelia     1990-07-12 12.9  20.00   0 179 3.36 2.34 1.68 0.51 0.99 0.57 10    
 173 Ino        173ino         1990-07-08 12.2  10.00  12 146 2.82 1.92 1.22 0.51 0.99 0.57 11    
 190 Ismene     190ismene      1988-10-05 13.0  20.00  -5 161 3.63 2.67 1.09 0.38 0.64 0.57 12    
 194 Prokne     194prokne      1990-07-07 10.4   4.50 -18 142 2.02 1.13 1.14 0.51 0.99 0.57 11    
 203 Pompeja    203pompeja     1988-10-06 13.2  10.00 -16 136 2.57 1.75 1.05 0.38 0.64 0.57 11    
 212 Medea      212medea       1988-10-04 13.1  10.00 -20 111 2.74 2.21 1.01 0.38 0.64 0.57 3     
 230 Athamantis 230athamantis  1987-03-25 11.4  50.00  20 123 2.47 1.78 1.13 0.52 1.00 0.57 3,9   
 241 Germania   241germania    1990-07-07 11.8  11.00  -9 154 2.81 1.86 1.40 0.51 0.99 0.57 11    
 329 Svea       329svea        1990-07-14 13.4  10.00  15 141 2.43 1.56 1.20 0.51 0.99 0.57 11    
 386 Siegena    386siegena     1990-07-08 12.0  10.00 -23 107 2.54 2.06 1.16 0.51 0.99 0.57 11    
 387 Aquitania  387aquitania   1990-07-09 11.2   7.00  26 111 2.18 1.60 1.23 0.51 0.99 0.57 11    
 405 Thia       405thia        1990-07-07 11.9   6.50  26 118 2.06 1.37 1.61 0.51 0.99 0.57 11    
 409 Aspasia    409aspasia     1986-11-26 11.4  36.00  -4 169 2.75 1.78 1.08 0.73 1.03 0.80 3,11  
 410 Chloris    410chloris     1987-04-05 11.8  63.00   8 158 2.49 1.53 1.05 0.53 1.00 0.57 3,11  
 419 Aurelia    419aurelia     1987-04-04 12.1  16.00  11 152 2.50 1.58 1.22 0.53 1.00 0.57 3,11  
 431 Nephele    431nephele     1990-07-11 12.7  15.00 -11 151 2.58 1.65 1.46 0.51 0.99 0.57 11    
 434 Hungaria   434hungaria    1990-07-11 13.5  18.00 -25 132 1.80 0.95 1.02 0.51 0.99 0.57 11    
 476 Hedwig     476hedwig      1988-10-04 13.4  20.00 -18 122 2.74 2.07 1.01 0.38 0.64 0.57 3     
 505 Cava       505cava        1990-07-12 13.0  16.00  -3 172 3.04 2.03 1.86 0.51 0.99 0.57 10    
 511 Davida     511davida      1987-03-25 11.1  28.00  -7 155 3.21 2.28 1.04 0.52 1.00 0.57 3,9   
 532 Herculina  532herculina   1987-03-23  8.9   7.50 -12 152 2.28 1.36 1.02 0.52 1.00 0.57 3,9   
 537 Pauly      537pauly       1990-07-11 11.7  11.00  -6 167 2.34 1.34 1.53 0.51 0.99 0.57 11    
 602 Marianna   602marianna    1990-07-12 12.3   8.00 -11 150 2.66 1.74 1.76 0.51 0.99 0.57 10    
 617 Patroclus  617patroclus   1988-10-06 14.7  30.00   6 150 4.50 3.61 1.68 0.38 0.64 0.57 12    
 702 Alauda     702alauda      1990-07-08 12.3  15.00 -14 133 3.11 2.33 1.16 0.51 0.99 0.57 11    
 704 Interamnia 704interamnia1 1990-07-08 11.0   9.50 -20 115 2.70 2.12 1.07 0.51 0.99 0.57 11    
 704 Interamnia 704interamnia2 1986-11-27 11.6  40.00 -17 112 3.10 2.59 1.06 0.73 1.03 9.99 3,11  
 704 Interamnia 704interamnia3 1987-03-23 11.7  48.00  16 115 3.25 2.70 1.14 0.52 0.99 0.57 9,11  
 712 Boliviana  712boliviana   1988-10-06 11.9   7.00  17 138 2.28 1.44 1.15 0.38 0.64 0.57 11    
 804 Hispania   804hispania    1987-03-22 12.4 100.00  -5 166 3.12 2.15 1.41 0.52 1.00 0.57 3,9   
1167 Dubiago    1167dubiago    1988-10-05 15.6  30.00 -11 137 3.55 2.75 1.03 0.38 0.64 0.57 12    
1172 Aneas      1172aneas      1988-10-06 15.5  40.00   4 162 4.96 4.00 1.11 0.38 0.64 0.57 11    
1268 Libya      1268libya      1988-10-06 14.8  30.00  -2 172 4.03 3.04 1.25 0.38 0.64 0.57 11    
