0.330 0.0300   .63 .23
0.360 0.0250   .33 .30
0.380 0.0250   .82 .04
0.400 0.0245   .88 .03
0.470 0.0252   .94 .03
0.500 0.0258   .96 .02
0.540 0.0265   .96 .03
0.570 0.0270  1.05 .02
0.600 0.0285  1.01 .03
0.630 0.0250  1.13 .02
0.670 0.0245  1.09 .02
0.700 0.0255  1.05 .02
0.735 0.0250  1.10 .02
0.765 0.0275  1.11 .04
0.800 0.0285  1.01 .05
0.830 0.0295  1.12 .07
0.875 0.0250  1.09 .05
0.900 0.0250  1.14 .07
0.970 0.0270  1.06 .30
