0.340 0.0220   .93 .14
0.355 0.0300   .90 .10
0.400 0.0245   .83 .03
0.430 0.0260   .87 .03
0.470 0.0252   .93 .03
0.500 0.0258   .93 .03
0.540 0.0265   .95 .04
0.570 0.0270  1.01 .04
0.600 0.0285  1.02 .03
0.635 0.0295   .98 .04
0.670 0.0245   .92 .04
0.700 0.0255   .97    
0.730 0.0265   .99 .03
0.765 0.0275   .94 .06
0.800 0.0285   .99 .05
0.830 0.0295   .97 .05
0.870 0.0240   .87 .05
0.900 0.0250   .95 .05
0.930 0.0260   .87 .07
0.970 0.0270   .85 .06
1.000 0.0280  1.08 .06
