0.330 0.0300   .91 .09
0.340 0.0220  1.23 .10
0.355 0.0300   .97 .10
0.400 0.0245  1.01 .04
0.430 0.0260   .94 .04
0.470 0.0252   .93 .03
0.500 0.0258   .94 .05
0.540 0.0265   .95 .04
0.570 0.0270  1.05 .03
0.600 0.0285   .99 .05
0.635 0.0295  1.02 .03
0.670 0.0245  1.02 .03
0.700 0.0255  1.05 .05
0.730 0.0265  1.02 .03
0.765 0.0275   .99 .05
0.800 0.0285  1.07 .04
0.830 0.0295   .93 .05
0.870 0.0240  1.01 .07
0.900 0.0250   .95 .05
0.930 0.0260   .84 .10
0.970 0.0270  1.09 .08
1.000 0.0280  1.02 .07
1.030 0.0290   .97 .09
