0.330 0.0300   .42 .16
0.355 0.0300   .64 .11
0.400 0.0245   .75 .06
0.430 0.0260   .80 .05
0.470 0.0252   .82 .03
0.500 0.0258   .87 .03
0.540 0.0265   .91 .03
0.570 0.0270  1.02 .04
0.600 0.0285  1.02 .05
0.635 0.0295  1.07 .03
0.670 0.0245  1.09 .05
0.700 0.0255  1.15    
0.730 0.0265  1.22 .05
0.765 0.0275  1.13 .06
0.800 0.0285  1.15 .06
0.830 0.0295  1.10 .07
