0.330 0.0300   .66 .03
0.355 0.0300   .76 .05
0.400 0.0245   .95 .03
0.430 0.0260   .99 .03
0.470 0.0252   .99 .03
0.500 0.0258  1.01 .03
0.540 0.0265   .98 .03
0.570 0.0270  1.00 .03
0.600 0.0285  1.05 .03
0.635 0.0295  1.00 .03
0.670 0.0245  1.01 .03
0.700 0.0255  1.05 .05
0.730 0.0265   .99 .03
0.765 0.0275  1.04 .03
0.800 0.0285  1.00 .03
0.830 0.0295  1.00 .04
0.870 0.0240   .94 .04
0.900 0.0250   .89 .09
0.930 0.0260  1.01 .09
0.970 0.0270  1.06 .12
1.000 0.0280  1.14 .12
1.030 0.0290  1.05 .24
