0.330 0.0300   .74 .20
0.340 0.0220   .61 .15
0.355 0.0300   .49 .11
0.400 0.0245   .73 .03
0.430 0.0260   .79 .04
0.470 0.0252   .89 .03
0.500 0.0258   .93 .03
0.540 0.0265   .97 .03
0.570 0.0270  1.03 .03
0.600 0.0285   .98 .03
0.635 0.0295  1.04 .05
0.670 0.0245  1.07 .06
0.700 0.0255  1.05 .03
0.730 0.0265  1.07 .03
0.765 0.0275  1.00 .05
0.800 0.0285  1.10 .07
0.830 0.0295  1.13 .07
0.870 0.0240  1.06 .05
0.900 0.0250  1.05 .06
0.930 0.0260  1.00 .09
0.970 0.0270   .98 .05
1.000 0.0280  1.06 .04
1.030 0.0290   .97 .20
