0.330 0.0300   .59 .08
0.355 0.0300   .52 .10
0.400 0.0245   .67 .08
0.430 0.0260   .76 .08
0.470 0.0252   .83 .04
0.500 0.0258   .86 .04
0.540 0.0265   .95 .07
0.570 0.0270  1.05 .08
0.600 0.0285  1.00 .03
0.635 0.0295  1.08 .04
0.670 0.0245  1.19 .06
0.700 0.0255  1.12 .06
0.730 0.0265  1.31 .03
0.765 0.0275  1.45 .03
0.800 0.0285  1.23 .08
