0.330 0.0300   .56 .09
0.360 0.0250   .65 .12
0.380 0.0250   .68 .06
0.400 0.0245   .80 .04
0.435 0.0250   .90 .07
0.470 0.0252   .91 .04
0.500 0.0258   .99 .03
0.540 0.0265  1.16 .08
0.570 0.0270  1.00 .05
0.600 0.0285  1.02 .04
0.630 0.0250  1.20 .06
0.670 0.0245  1.20 .05
0.700 0.0255  1.08 .06
0.735 0.0250  1.19 .08
0.765 0.0275  1.08 .07
0.800 0.0285  1.20 .08
0.830 0.0295   .99 .08
0.875 0.0250   .94 .08
0.900 0.0250   .82 .13
0.930 0.0260   .85 .14
0.970 0.0270   .78 .11
