0.400 0.0245   .78 .07
0.430 0.0260   .82 .05
0.470 0.0252   .88 .06
0.500 0.0258   .91 .03
0.540 0.0265  1.08 .05
0.570 0.0270  1.00 .06
0.600 0.0285   .93 .03
0.635 0.0295  1.03 .07
0.670 0.0245  1.02 .04
0.700 0.0255  1.03 .08
0.730 0.0265   .99 .06
0.765 0.0275  1.01 .15
0.800 0.0285   .77 .10
0.830 0.0295  1.10 .20
