0.355 0.0300   .89 .27
0.400 0.0245   .82 .07
0.430 0.0260  1.05 .06
0.470 0.0252   .90 .03
0.500 0.0258   .94 .03
0.540 0.0265  1.10 .03
0.570 0.0270  1.00 .08
0.600 0.0285   .94 .03
0.635 0.0295   .99 .08
0.670 0.0245  1.03 .04
0.700 0.0255  1.18 .07
0.730 0.0265  1.06 .05
0.765 0.0275  1.12 .09
0.800 0.0285  1.31 .15
0.830 0.0295  1.22 .16
