0.400 0.0245   .84 .05
0.430 0.0260   .72 .05
0.470 0.0252   .87 .03
0.500 0.0258   .91 .03
0.540 0.0265   .96 .04
0.570 0.0270  1.00 .07
0.600 0.0285  1.09 .05
0.635 0.0295  1.19 .10
0.670 0.0245  1.17 .12
0.700 0.0255  1.32 .06
0.730 0.0265  1.34 .06
0.765 0.0275  1.30    
0.800 0.0285  1.37 .06
0.830 0.0295  1.35 .06
0.870 0.0240  1.40 .06
0.900 0.0250  1.31 .06
0.930 0.0260  1.47 .10
0.970 0.0270  1.47 .08
1.000 0.0280  1.48 .08
