0.400 0.0245   .77 .06
0.430 0.0260   .90 .37
0.470 0.0252   .91 .06
0.500 0.0258   .87 .06
0.540 0.0265  1.11 .06
0.570 0.0270   .93 .14
0.600 0.0285  1.06 .12
0.635 0.0295  1.04 .06
0.670 0.0245  1.08 .06
0.700 0.0255  1.17 .32
0.730 0.0265  1.05 .09
0.765 0.0275   .90 .28
0.800 0.0285  1.34 .12
0.830 0.0295   .94 .06
