0.330 0.0300   .58 .16
0.355 0.0300   .62 .07
0.400 0.0245   .79 .05
0.430 0.0260   .92 .08
0.470 0.0252   .85 .04
0.500 0.0258   .90 .06
0.540 0.0265   .96 .05
0.570 0.0270  1.00 .05
0.600 0.0285  1.04 .03
0.635 0.0295  1.12 .06
0.670 0.0245  1.12 .07
0.700 0.0255  1.23 .07
0.730 0.0265  1.23 .06
0.765 0.0275  1.37 .07
0.800 0.0285  1.21 .06
0.830 0.0295  1.49 .29
