/2003/113_amalthea.tab      113 Amalthea    2003-02-19T15:17:13 2003-02-19T15:23:12  8  25 12.1 22.4 1.473 2.18 SAO93936  0.5 1.14
/2008/121_hermione.tab      121 Hermione    2008-07-26T14:37:17 2008-07-26T14:48:09 14  30 12.3 14.7 2.275 3.04 SAO120107 0.8 1.21
/2012/130_elektra.tab       130 Elektra     2012-06-24T05:58:39 2012-06-24T06:15:11 10  90 13.2 14.3 3.073 3.66 SAO120107 0.8 1.34
/2003/135_hertha.tab        135 Hertha      2003-02-19T14:08:13 2003-02-19T14:23:07  6  60 12.8 16.2 2.021 2.75 SAO93936  0.5 1.15
/2003/138_tolosa.tab        138 Tolosa      2003-02-19T07:59:26 2003-02-19T08:01:30  1 120 13.3 12.4 1.994 2.84 SAO93936  0.5 1.01
/2002/167_urda.tab          167 Urda        2002-11-16T08:24:26 2002-11-16T08:26:46  2 120 13.4  8.1 1.948 2.88 SAO93936  0.5 1.02
/2001/170_maria.tab         170 Maria       2001-09-28T05:39:32 2001-09-28T06:17:58  5 120 14.3 20.7 2.188 2.68 SAO31899  0.5 1.23
/2008/182_elsa.tab          182 Elsa        2008-09-01T14:47:46 2008-09-01T14:57:31 10  45 12.9 30.0 1.594 2.00 SAO93936  0.8 1.15
/2003/184_dejopeja.tab      184 Dejopeja    2003-02-17T12:20:51 2003-02-17T12:32:23  2  60 12.8  8.8 2.029 2.94 SAO93936  0.5 1.05
/2011/192_nausikaa.tab      192 Nausikaa    2011-08-27T11:28:47 2011-08-27T11:40:01 20   1  8.6  3.7 0.877 1.89 SAO120107 0.8 1.16
/2003/213_lilaea.tab        213 Lilaea      2003-02-18T09:49:32 2003-02-18T09:56:36  2 120 13.2  6.6 2.140 3.08 SAO93936  0.5 1.01
/2006/214_aschera.tab       214 Aschera     2006-02-25T06:07:51 2006-02-25T06:17:23  3  60 13.7 21.0 1.970 2.53 SAO93936  0.8 1.01
/2002/233_asterope.tab      233 Asterope    2002-11-18T12:41:00 2002-11-18T12:46:20  2  60 12.4 13.5 1.806 2.65 SAO93936  0.5 1.00
/2003/243_ida.tab           243 Ida         2003-02-18T14:14:15 2003-02-18T14:28:19  2 120 15.1 18.1 2.401 2.93 SAO93936  0.5 1.23
/2008/253_mathilde.tab      253 Mathilde    2008-03-21T08:48:02 2008-03-21T09:18:23 14 120 15.3  7.0 2.409 3.34 SAO120107 0.8 1.02
/2002/255_oppavia.tab       255 Oppavia     2002-11-16T11:10:43 2002-11-16T11:12:43  1 120 14.3  4.1 1.827 2.80 SAO93936  0.5 1.04
/2002/256_walpurga.tab      256 Walpurga    2002-11-18T05:08:42 2002-11-18T05:20:24  2 120 15.4 17.8 2.697 3.11 SAO93936  0.5 1.12
/2003/264_libussa.tab       264 Libussa     2003-08-13T14:26:28 2003-08-13T14:37:25  2  45 12.8 22.1 1.846 2.45 HD209847  0.5 1.06
/2003/273_atropos.tab       273 Atropos     2003-02-19T13:04:16 2003-02-19T13:13:37  2 120 13.8  9.2 1.563 2.50 SAO93936  0.5 1.04
/2003/276_adelheid.tab      276 Adelheid    2003-02-19T11:31:18 2003-02-19T11:52:26  6 120 13.2 11.0 2.082 2.95 SAO93936  0.5 1.28
/2009/283_emma.tab          283 Emma        2009-11-18T05:37:09 2009-11-18T05:47:47  6  60 12.7  8.5 1.757 2.69 SAO75144  0.8 1.29
/2003/289_nenetta.tab       289 Nenetta     2003-02-17T14:47:18 2003-02-17T15:13:31  5 120 15.4 15.0 2.917 3.46 SAO93936  0.5 1.16
/2001/306_unitas.tab        306 Unitas      2001-09-29T11:53:05 2001-09-29T12:00:32  4  20 11.9 11.8 1.257 2.20 SAO93936  0.5 1.05
/2002/308_polyxo.tab        308 Polyxo      2002-11-17T06:44:57 2002-11-17T06:46:57  1 120 12.9 18.9 2.131 2.72 SAO93936  0.5 1.11
/2002/317_roxane.tab        317 Roxane      2002-11-16T07:40:20 2002-11-16T07:44:19  2  90 12.9 11.5 1.249 2.18 SAO93936  0.5 1.04
/2003/349_dembowska.tab     349 Dembowska   2003-02-18T05:55:03 2003-02-18T06:05:44 17  15 10.9 20.4 2.523 2.82 SAO93936  0.5 1.06
/2008/379_huenna.tab        379 Huenna      2008-07-26T09:14:50 2008-07-26T09:32:13 24  60 12.3  0.8 1.668 2.68 SAO120107 0.8 1.18
/2011/385_ilmatar.tab       385 Ilmatar     2011-08-28T11:00:54 2011-08-28T11:16:41 20  30 11.9  1.2 2.176 3.18 SAO120107 0.8 1.42
/2001/389_industria.tab     389 Industria   2001-09-29T10:27:57 2001-09-29T10:35:27  5  60 12.0  9.3 1.841 2.77 SAO31899  0.5 1.22
/2003/403_cyane.tab         403 Cyane       2003-02-18T13:43:57 2003-02-18T14:03:05  4 120 13.6 19.5 2.038 2.64 SAO93936  0.5 1.33
/2002/419_aurelia.tab       419 Aurelia     2002-11-17T14:07:48 2002-11-17T14:09:48  1 120 14.0 16.3 2.709 3.23 SAO93936  0.5 1.02
/2003/434_hungaria.tab      434 Hungaria    2003-02-18T12:01:08 2003-02-18T12:54:35  9 120 13.9 16.7 1.149 2.03 SAO93936  0.5 1.14
/2001/442_eichsfeldia.tab   442 Eichsfeldia 2001-09-28T10:35:22 2001-09-28T10:42:01  3  60 13.2  3.3 1.481 2.48 SAO31899  0.5 1.11
/2001/446_aeternitas.tab    446 Aeternitas  2001-09-28T07:32:55 2001-09-28T07:40:35  7  45 12.7 14.8 1.594 2.46 SAO31899  0.5 1.45
/2009/458_hercynia.tab      458 Hercynia    2009-11-18T09:50:45 2009-11-18T09:53:25  2  60 12.7 10.5 1.351 2.29 SAO130415 0.8 1.10
/2003/470_kilia.tab         470 Kilia       2003-08-14T15:04:21 2003-08-14T15:13:41  2 120 14.9 22.0 2.140 2.60 HD220764  0.5 1.02
/2003/472_roma.tab          472 Roma        2003-08-15T14:53:15 2003-08-15T14:58:56  4  30 13.0 20.4 1.717 2.43 HD220764  0.5 1.16
/2003/482_petrina.tab       482 Petrina     2003-08-15T15:08:14 2003-08-15T15:15:40  3 120 14.5 18.8 2.792 3.11 HD182081  0.5 1.03
/2006/502_sigune.tab        502 Sigune      2006-02-24T05:57:26 2006-02-24T06:06:21  4  60 14.4 27.5 1.501 2.04 SAO93936  0.8 1.02
/2002/504_cora.tab          504 Cora        2002-11-17T14:47:38 2002-11-17T14:57:23  5 120 15.0 18.8 2.235 2.80 SAO93936  0.5 1.00
/2001/569_misa.tab          569 Misa        2001-09-29T14:53:40 2001-09-29T14:56:03  2 120 14.2 25.8 1.716 2.21 SAO93936  0.5 1.00
/2001/620_drakonia.tab      620 Drakonia    2001-09-29T13:24:53 2001-09-29T13:34:15  3 120 14.7 18.2 1.397 2.23 SAO93936  0.5 1.01
/2003/663_gerlinde.tab      663 Gerlinde    2003-02-18T06:59:22 2003-02-18T07:20:11  7 120 13.8 15.0 2.006 2.78 SAO93936  0.5 1.08
/2002/670_ottegebe.tab      670 Ottegebe    2002-11-18T06:40:54 2002-11-18T06:50:07  4  90 13.3 22.8 1.639 2.27 SAO93936  0.5 1.12
/2002/704_interamnia.tab    704 Interamnia  2002-11-16T14:58:36 2002-11-16T15:10:32  4  60 11.5 18.1 2.550 3.01 SAO93936  0.5 1.00
/2001/741_botolphia.tab     741 Botolphia   2001-09-29T14:22:44 2001-09-29T14:32:06  4 120 14.9 19.6 2.228 2.76 SAO93936  0.5 1.01
/2008/762_pulcova.tab       762 Pulcova     2008-07-26T13:20:25 2008-07-26T13:44:16 14  90 13.2  2.6 2.562 3.46 SAO120107 0.8 1.15
/2008/809_lundia.tab        809 Lundia      2008-08-12T08:12:28 2008-08-12T08:42:52 14 120 14.7 18.4 1.053 1.96 SAO93936  0.8 1.25
/2002/858_eldjezair.tab     858 Eldjezair   2002-11-18T08:07:28 2002-11-18T08:14:31  3 120 15.0 11.5 2.201 3.04 SAO93936  0.5 1.06
/2002/863_benkoela.tab      863 Benkoela    2002-11-17T15:16:10 2002-11-17T15:27:52  6 120 14.8 17.9 2.921 3.20 SAO93936  0.5 1.10
/2003/872_holda.tab         872 Holda       2003-08-15T05:35:03 2003-08-15T05:42:36  3 120 14.6 21.2 2.075 2.61 BS5996    0.5 1.20
/2001/877_walkure.tab       877 Walkure     2001-09-29T06:27:21 2001-09-29T06:29:21  1 120 14.7 23.3 1.664 2.28 SAO31899  0.5 1.36
/2006/951_gaspra.tab        951 Gaspra      2006-02-24T05:08:58 2006-02-24T05:34:57 10 120 15.6 29.4 1.828 2.01 SAO93936  0.8 1.05
/2001/1086_nata.tab        1086 Nata        2001-09-28T14:53:11 2001-09-28T15:00:15  2 120 14.7 14.8 2.407 3.12 SAO93936  0.5 1.09
/2003/1124_stroobantia.tab 1124 Stroobantia 2003-08-14T13:13:53 2003-08-14T13:28:06  5 150 15.3 13.6 2.035 2.87 HD220764  0.5 1.10
/2001/1145_robelmonte.tab  1145 Robelmonte  2001-03-24T10:24:07 2001-03-24T10:29:21  2 120 14.0  2.6 1.323 2.32 SAO31899  0.5 1.08
/2003/1251_hedera.tab      1251 Hedera      2003-08-15T14:10:31 2003-08-15T14:33:31  4 150 14.7 24.5 1.746 2.30 HD182081  0.5 1.05
/2002/1284_latvia.tab      1284 Latvia      2002-11-17T05:56:07 2002-11-17T05:58:07  1 120 14.4 23.5 1.747 2.30 SAO93936  0.5 1.30
/2001/1329_eliane.tab      1329 Eliane      2001-03-11T15:21:14 2001-03-11T15:28:41  3 120 15.1 13.9 1.801 2.64 BS5996    0.5 1.22
/2003/1503_kuopio.tab      1503 Kuopio      2003-02-19T08:42:53 2003-02-19T09:06:41  6 120 13.5  6.4 1.386 2.35 SAO93936  0.5 1.02
/2002/1616_filipoff.tab    1616 Filipoff    2002-11-16T10:15:58 2002-11-16T10:17:58  1 120 15.1  2.5 1.884 2.87 SAO93936  0.5 1.01
/2003/1626_sadeya.tab      1626 Sadeya      2003-02-19T05:49:10 2003-02-19T05:51:15  1 120 14.6 34.6 1.529 1.73 SAO93936  0.5 1.08
/2008/1717_arlon.tab       1717 Arlon       2008-10-31T13:23:09 2008-10-31T13:53:30 14 120 14.6 14.4 1.051 1.98 SAO93936  0.8 1.13
/2008/1830_pogson.tab      1830 Pogson      2008-10-01T11:30:43 2008-10-01T12:01:02 14 120 15.0  3.7 1.247 2.24 SAO93936  0.8 1.25
/2002/1883_rimito.tab      1883 Rimito      2002-11-18T11:07:37 2002-11-18T11:17:21  3 120 14.4  9.8 0.821 1.79 SAO93936  0.5 1.05
/2001/1929_kollaa.tab      1929 Kollaa      2001-03-24T10:49:33 2001-03-24T11:00:17  5 120 15.3  6.9 1.250 2.23 SAO31899  0.5 1.02
/2003/2011_veteraniya.tab  2011 Veteraniya  2003-08-14T11:58:24 2003-08-14T12:14:53  4 150 15.2  7.2 1.039 2.04 HD220764  0.5 1.18
/2003/2014_vasilevskis.tab 2014 Vasilevskis 2003-08-15T09:12:25 2003-08-15T09:14:05  1  90 14.4 22.8 0.888 1.77 HD182081  0.5 1.00
/2003/2045_peking.tab      2045 Peking      2003-02-17T13:14:52 2003-02-17T13:49:58  4 120 15.6 17.6 1.450 2.27 SAO93936  0.5 1.08
