0.330 0.0300   .55 .04
0.355 0.0300   .60 .03
0.400 0.0245   .71 .03
0.430 0.0260   .79 .03
0.470 0.0252   .89 .03
0.500 0.0258   .93 .05
0.540 0.0265   .99 .03
0.570 0.0270   .97 .03
0.600 0.0285  1.07 .03
0.635 0.0295  1.11 .03
0.670 0.0245  1.17 .03
0.700 0.0255  1.18 .05
0.730 0.0265  1.20 .03
0.765 0.0275  1.25 .04
0.800 0.0285  1.25 .03
0.830 0.0295  1.11 .03
0.870 0.0240  1.13 .03
0.900 0.0250  1.23 .03
0.930 0.0260  1.10 .03
0.970 0.0270  1.08 .06
