0.330 0.0300   .66 .09
0.340 0.0220   .73 .12
0.355 0.0300   .78 .10
0.400 0.0245   .90 .03
0.430 0.0260   .89 .04
0.470 0.0252   .95 .03
0.500 0.0258   .97 .03
0.540 0.0265   .98 .03
0.570 0.0270  1.00 .03
0.600 0.0285   .98 .03
0.635 0.0295  1.00 .03
0.670 0.0245  1.00 .08
0.700 0.0255  1.02 .03
0.730 0.0265  1.00 .04
0.765 0.0275  1.00 .04
0.800 0.0285  1.00 .04
0.830 0.0295   .99 .04
0.870 0.0240   .94 .04
0.900 0.0250   .96 .05
0.930 0.0260  1.04 .08
0.970 0.0270   .98 .08
1.000 0.0280   .99 .08
1.030 0.0290   .99 .08
