0.355 0.0300   .68 .17
0.400 0.0245   .80 .10
0.430 0.0260   .71 .22
0.470 0.0252   .97 .08
0.500 0.0258   .94 .08
0.540 0.0265   .86 .08
0.570 0.0270  1.28 .24
0.600 0.0285  1.07 .11
0.635 0.0295  1.00 .08
0.670 0.0245   .96 .15
0.700 0.0255   .83 .08
0.730 0.0265  1.29 .09
0.765 0.0275   .69 .14
0.800 0.0285  1.04 .19
0.830 0.0295  1.30 .27
