0.330 0.0300   .86 .13
0.355 0.0300   .84 .13
0.400 0.0245   .87 .05
0.430 0.0260   .90 .04
0.470 0.0252   .93 .03
0.500 0.0258   .91 .03
0.540 0.0265   .98 .04
0.570 0.0270   .99 .03
0.600 0.0285  1.02 .04
0.635 0.0295  1.06 .04
0.670 0.0245  1.12 .05
0.700 0.0255  1.16 .04
0.730 0.0265  1.16 .05
0.765 0.0275  1.25 .05
0.800 0.0285  1.23 .07
0.830 0.0295  1.25 .08
0.870 0.0240  1.16 .17
0.900 0.0250  1.41 .20
0.930 0.0260  1.21 .30
0.970 0.0270  1.63 .33
1.000 0.0280  1.60 .20
1.030 0.0290  1.25 .27
