0.330 0.0300   .37 .09
0.340 0.0220   .43 .10
0.355 0.0300   .61 .10
0.400 0.0245   .70 .03
0.430 0.0260   .75 .04
0.470 0.0252   .87 .03
0.500 0.0258   .87 .03
0.540 0.0265   .95 .03
0.570 0.0270  1.00 .03
0.600 0.0285  1.04 .03
0.635 0.0295  1.11 .03
0.670 0.0245  1.13 .07
0.700 0.0255  1.10 .04
0.730 0.0265  1.14 .03
0.765 0.0275  1.22 .03
0.800 0.0285  1.05 .05
0.830 0.0295  1.10 .04
0.870 0.0240   .99 .06
0.900 0.0250  1.05 .07
0.930 0.0260   .99 .11
0.950 0.0510  1.02 .07
0.970 0.0270  1.23 .14
1.000 0.0280  1.09 .06
