0.330 0.0300   .79 .03
0.355 0.0300   .98 .03
0.400 0.0245   .88 .03
0.430 0.0260   .99 .03
0.470 0.0252   .97 .03
0.500 0.0258  1.00 .03
0.540 0.0265  1.03 .03
0.570 0.0270  1.00 .03
0.600 0.0285   .99 .03
0.635 0.0295  1.00 .03
0.670 0.0245  1.07 .03
0.730 0.0265  1.04 .06
0.765 0.0275  1.04 .05
0.800 0.0285  1.04 .03
0.830 0.0295   .90 .03
0.870 0.0240   .95 .03
0.900 0.0250  1.04 .05
0.930 0.0260   .99 .05
0.970 0.0270  1.07 .08
1.000 0.0280  1.19 .16
