refl,refl_err,wave,flag
0.8953647655495938,0.0023210057737379983,0.337,0
0.9238468875379451,0.0010297160535869374,0.359,0
0.9890084450210656,0.00013262890135645706,0.437,0
1.0,0.0,0.55,0
1.0318106352675922,0.00046972735897078547,0.701,0
1.0695473105661604,0.0012774742095930966,0.853,0
1.058766033113697,0.0010849780958187944,0.948,0
1.0432778814599657,0.0009320864456439899,1.041,0
