refl,refl_err,wave,flag
0.5262595620803181,0.025678428957069604,0.337,0
0.5899293451041437,0.011610555072913177,0.359,0
0.7791121911130927,0.006240005602013866,0.437,0
1.0,0.0,0.55,0
1.2462351604865136,0.006163559776926463,0.701,0
1.2485329261594946,0.00621513768300953,0.853,0
1.2078138351067802,0.005853171306390865,0.948,0
1.2314024122062166,0.008534301388673133,1.041,0
