PC1   +0.346 +0.373 +0.415 +0.433 +0.399 +0.336 +0.330
PC2   -0.463 -0.416 -0.289  0.000 +0.320 +0.475 +0.448
PC3   +0.231 +0.207 +0.028 -0.622 -0.290 -0.002 +0.657
PC4   -0.207 -0.103 +0.028 +0.586 -0.399 -0.460 +0.481
PC5   +0.442 +0.044 -0.707 +0.094 +0.398 -0.347 +0.124
PC6   -0.303 -0.039 +0.398 -0.271 +0.580 -0.574 +0.100
PC7   +0.531 -0.795 +0.292 -0.016 -0.010 -0.022 +0.031
