    97 Klotho            0.033  15  0.031  15  0.011  11  0.080  12  0.109  15  0.154  12  0.139  21 2 -9 
    98 Ianthe            0.282  43  0.216  32  0.092  34 -0.010  27  0.012  29  0.030  44  0.051  49 1 -9 
    99 Dike              0.281  14  0.161  13  0.030  17  0.021  17  0.075  21  0.061  22  0.042  14 1 -9 
   101 Helena            0.570  34  0.401  22  0.190  18  0.181  19  0.172  18  0.162  25  0.204  33 2 -9 
   102 Miriam            0.211  48  0.153  32  0.028  25  0.108  31  0.200  33  0.201  29  0.209  33 1 -9 
   103 Hera              0.515  12  0.401   9  0.184   7  0.157   8  0.140   9  0.116   7  0.168  11 3 -9 
   104 Klymene           0.196  37  0.132  28  0.008  15 -0.027  18  0.000  19  0.008  24 -0.003  40 1 -9 
   105 Artemis           0.184  41  0.137  31  0.027  28 -0.005  20  0.015  23  0.005  13 -0.014  45 2 -9 
   106 Dione             0.454  13  0.302  14  0.055  13 -0.052  17 -0.004  25 -0.023  26 -0.025  27 2 -9 
   107 Camilla           0.181  19  0.122  14  0.027  13  0.020  16  0.056  14  0.079  19  0.057  18 2 -9 
   108 Hecuba            0.556  42  0.463  33  0.207  34  0.201  22  0.185  28  0.163  18  0.198  40 1 -9 
   109 Felicitas         0.360  15  0.246  14  0.076  11 -0.026  13  0.003  14  0.047  15  0.018  14 3 -9 
   110 Lydia             0.131  35  0.075  19  0.039  21  0.080  24  0.126  25  0.160  29  0.222  39 1 -9 
   111 Ate               0.292  17  0.181  14  0.014  11 -0.022  15  0.024  12  0.002  16  0.023  14 2 -9 
   113 Amalthea          0.791  11  0.585  14  0.283   9  0.220  14  0.178  11  0.120   8  0.085  12 1 -9 
   114 Kassandra         0.317  16  0.223  15  0.092  11  0.093  21  0.187  30  0.203  33  0.160  26 2 -9 
   115 Thyra             0.492  21  0.363  21  0.190  24  0.061  36  0.032  57 -0.055  41  0.041  38 1 -9 
   116 Sirona            0.604  43  0.451  34  0.259  35  0.107  24  0.113  26  0.093  21  0.127  40 1 -9 
   117 Lomia             0.099  23  0.080  22 -0.005  20  0.020  18  0.026  17  0.038  18  0.090  24 3 -9 
   118 Peitho            0.720  65  0.414  33  0.199  28  0.209  36  0.208  21  0.192  40  0.247  53 1 -9 
   119 Althaea           0.717  44  0.599  37  0.294  38  0.182  29  0.190  32  0.155  21  0.199  44 1 -9 
   120 Lachesis          0.300  20  0.179  16  0.011  11  0.047  14  0.037  19  0.009  11  0.026  19 1 -9 
   121 Hermione          0.353  21  0.191  13  0.027  16 -0.023  20 -0.005  24 -0.028  26  0.016  28 1 -9 
   124 Alkeste           0.439  17  0.367  15  0.178  13  0.155  15  0.158  12  0.169  16  0.223  14 2 -9 
   125 Liberatrix        0.071  44  0.053  34  0.012  27  0.020  31  0.068  34  0.046  39  0.104  34 1 -9 
   128 Nemesis           0.281  31  0.144  20 -0.004  17  0.067  18  0.071  16  0.020  19  0.040  18 1 -9 
   130 Elektra           0.395  19  0.282   8  0.065   7 -0.041   9 -0.001  14  0.023  13  0.029  19 1 -9 
   131 Vala              0.541  51  0.346  35  0.160  35  0.003  26  0.066  32  0.056  45  0.013  49 1 -9 
   132 Aethra            0.013  10 -0.003  10  0.011  10  0.057  11  0.087  11  0.104  12  0.086   8 6 -9 
   134 Sophrosyne        0.192  16  0.112  13 -0.003  10 -0.013  13  0.017  15  0.047  19  0.076  21 3 -9 
   135 Hertha            0.270  48  0.102  22  0.035  16  0.060   7  0.100   9  0.117  26  0.110  45 2 -9 
   137 Meliboea          0.235  22  0.137  19  0.009  19  0.003  22  0.057  30  0.040  25  0.013  34 2 -9 
   142 Polana           -0.001  29 -0.038  15 -0.048  16  0.000  16 -0.044  18 -0.074  20 -0.077  28 3 -9 
   144 Vibilia           0.307  17  0.190  15  0.028  10 -0.015  13  0.008  14  0.001  10  0.028  16 1 -9 
   145 Adeona            0.313  19  0.157  16  0.018  16  0.019  12  0.068  16  0.040  13  0.098  12 1 -9 
   146 Lucina            0.274  21  0.182  20  0.006  18 -0.021  21 -0.008  19 -0.013  21  0.026  17 1 -9 
   147 Protogeneia       0.190  58  0.124  30  0.031  23  0.039  35  0.043  44  0.058  49  0.046  88 1 -9 
   148 Gallia            0.471  20  0.376  18  0.187  22 -0.006  28 -0.029  47 -0.113  32  0.010  29 1 -9 
   152 Atala            -9.999 -99 -9.999 -99 -9.999 -99 -9.999 -99 -9.999 -99 -9.999 -99 -9.999 -99 0  1 
   153 Hilda             0.012  13  0.010   9 -0.006   8  0.070   7  0.101   8  0.105  11  0.133   9 4 -9 
   156 Xanthippe         0.247  25  0.147  16  0.028  12 -0.008  10  0.053  11  0.051  13  0.090  11 1 -9 
   158 Koronis           0.426  28  0.309  24  0.100  27  0.140  20  0.110  17  0.094  31  0.043  32 2 -9 
   159 Aemilia           0.286  28  0.183  18  0.018  11 -0.018   7 -0.008  16 -0.018  13  0.032  16 1 -9 
   161 Athor             0.063  39  0.071  21  0.058  24  0.068  26  0.101  23  0.142  30  0.094  46 1 -9 
   167 Urda             -9.999 -99  0.388  27  0.214  19  0.140  10  0.135  14 -9.999 -99 -9.999 -99 1 -9 
   168 Sibylla           0.360  22  0.234  14  0.076  17  0.002  14  0.048  13  0.048  12  0.075  19 3 -9 
   169 Zelia             0.537  16  0.418  19  0.180  15  0.211  23  0.253  34  0.250  38  0.249  42 1 -9 
   170 Maria             0.598  58  0.447  30  0.219  20  0.169  34  0.165  43  0.187  49  0.235  86 1 -9 
   171 Ophelia           0.198  20  0.121  16  0.012  11  0.003  15 -0.014  24 -0.037  19 -0.009  28 3 -9 
   173 Ino               0.222  29  0.140  14  0.030  11  0.025  20  0.044  26  0.036  25  0.003  40 1 -9 
   179 Klytaemnestra     0.462  25  0.330  20  0.143  16  0.180  15  0.139  21  0.125  16  0.207  30 1 -9 
   181 Eucharis         -9.999 -99  0.287  15  0.128   9  0.131   9  0.176  21 -9.999 -99 -9.999 -99 1 -9 
   184 Dejopeja         -9.999 -99  0.076  21  0.042  16  0.073  14  0.107  17 -9.999 -99 -9.999 -99 1 -9 
   185 Eunike            0.199  32  0.117  17  0.002   8  0.005  10  0.004  13  0.001  14  0.008  16 1 -9 
   186 Celuta            0.471  22  0.422  21  0.224  20  0.112  23  0.147  34  0.081  34 -0.058  36 1 -9 
   187 Lamberta          0.198  15  0.144  14  0.022  10  0.007  11  0.045  14  0.037  13  0.053  16 2 -9 
   188 Menippe           0.429  42  0.395  33  0.224  35  0.152  38  0.193  50  0.171  43  0.374  82 1 -9 
   189 Phthia           -9.999 -99  0.474  11  0.224  11  0.206   7  0.274  10 -9.999 -99 -9.999 -99 1 -9 
   190 Ismene            0.070  16  0.074  13  0.006  10  0.035  13  0.072  13  0.089  17  0.095  14 3 -9 
   192 Nausikaa          0.709  31  0.545  29  0.302  30  0.080  39  0.035  58 -0.065  47 -0.013  48 1 -9 
   194 Prokne            0.285  22  0.183  12  0.048  11 -0.014  13 -0.002  21  0.024  21  0.037  32 1 -9 
   195 Eurykleia         0.316  26  0.199  18  0.011  12 -0.019   7  0.002  11 -0.015  16  0.032  16 1 -9 
   196 Philomela         0.633  37  0.459  15  0.200   9  0.196   9  0.199  16  0.179  10  0.224  19 1 -9 
   198 Ampella           0.481  23  0.410  20  0.212  18  0.191  20  0.183  19  0.176  21  0.232  29 2 -9 
   200 Dynamene          0.270  26  0.157  16  0.003  11 -0.011   8  0.015  12  0.018  13  0.056  13 1 -9 
   201 Penelope          0.098  17  0.080  10  0.045   6  0.057  16  0.100  12  0.117  21  0.147  25 1 -9 
   204 Kallisto          0.420  37  0.329  39  0.146  29  0.165  14  0.174  20  0.182  19  0.266  17 1 -9 
   206 Hersilia          0.280  25  0.181  15  0.023  10  0.002   6 -0.012  10 -0.026  11 -0.024  13 1 -9 
   208 Lacrimosa        -9.999 -99  0.357  27  0.184  18  0.161   8  0.145  11 -9.999 -99 -9.999 -99 1 -9 
   209 Dido              0.146  28  0.089  20  0.010  22  0.001  30  0.012  40 -0.015  37 -0.071  31 1 -9 
   210 Isabella         -9.999 -99  0.056  11 -0.003  11  0.010   8 -0.004  11 -9.999 -99 -9.999 -99 1 -9 
   211 Isolda            0.286  18  0.183  12  0.034   9 -0.022  13  0.001  10  0.019  17  0.025  13 2 -9 
   213 Lilaea            0.009  16 -0.065  14 -0.057  16 -0.004  18 -0.018  23 -0.058  23 -0.080  22 1 -9 
   214 Aschera           0.066  17  0.046  26  0.023  20  0.024  12  0.013  11 -0.005  16  0.076  11 1 -9 
   216 Kleopatra         0.103   5  0.057   3  0.019   2  0.067   3  0.125   4  0.158   5  0.197   4 9 -9 
   219 Thusnelda         0.595  45  0.468  33  0.204  26  0.172  32  0.203  39  0.193  34  0.275  35 1 -9 
   221 Eos               0.418  17  0.293  14  0.097  12  0.097  13  0.113  18  0.094  14  0.059  17 2 -9 
   222 Lucia             0.236  38  0.139  26 -0.036  20 -0.037  23 -0.079  37 -0.147  30 -0.551  53 1 -9 
   223 Rosa             -9.999 -99  0.110  30  0.033  18  0.071  10  0.114  12 -9.999 -99 -9.999 -99 1 -9 
   225 Henrietta         0.088  25  0.015  20 -0.045  21  0.027  21  0.031  34 -0.026  28 -0.110  30 1 -9 
   228 Agathe            0.850  61  0.619  32  0.252  20  0.174  24  0.193  34  0.111  34  0.092  43 1 -9 
   229 Adelinda          0.198  39  0.082  22  0.035  22 -0.009  29  0.005  39  0.056  33 -0.159  38 1 -9 
   230 Athamantis        0.459  22  0.360  23  0.142  26  0.092  33  0.148  51  0.098  34  0.233  32 1 -9 
   232 Russia            0.232  28  0.144  17  0.027  12  0.012  13  0.041  14  0.066  18  0.067  27 1 -9 
   233 Asterope          0.297  21  0.226  15  0.107  14  0.103  17  0.203  13  0.207  18  0.198  25 2 -9 
   234 Barbara           0.512  33  0.432  17  0.176  13  0.181  16  0.254  15  0.275  17  0.287  21 1 -9 
   236 Honoria           0.506  18  0.396  14  0.169  10  0.158  10  0.252  12  0.258   8  0.299  12 2 -9 
   238 Hypatia           0.335  25  0.231  15  0.073  16 -0.020  17  0.047  29  0.077  21  0.080  15 1 -9 
   240 Vanadis           0.250  34  0.149  29  0.026  31 -0.012  17  0.017  25  0.043  38  0.095  44 1 -9 
   241 Germania          0.092  53  0.040  32  0.002  21 -0.015  26  0.003  41  0.081  35  0.030  51 1 -9 
   243 Ida               0.365  42  0.376  13  0.138  11  0.178  15  0.134  18  0.093  34  0.189  24 1 -9 
   245 Vera              0.572  17  0.413  19  0.169  15  0.162  22  0.134  34  0.093  39  0.059  43 1 -9 
   246 Asporina          0.937  31  0.703  20  0.332  15  0.277  18  0.276  24  0.214  20  0.130  14 1 -9 
   250 Bettina           0.133  21  0.102  20  0.044  22  0.063  36  0.124  31  0.168  41  0.221  74 1 -9 
   258 Tyche             0.463  21  0.384  20  0.173  20  0.150  21  0.136  33  0.113  34  0.224  33 1 -9 
   261 Prymno            0.167  34  0.060  21  0.002  19  0.022  19 -0.036  25 -0.029  21 -0.045  28 1 -9 
   264 Libussa           0.427  21  0.360  17  0.162  13  0.172  14  0.111  17  0.127  14  0.196  26 1 -9 
   266 Aline             0.285  35  0.158  21  0.034  21  0.026  21 -0.025  36 -0.003  23 -0.029  39 1 -9 
   268 Adorea            0.116  46 -0.005  14 -0.053  11 -0.010  14 -0.025  22  0.025  16 -0.022  22 1 -9 
   275 Sapientia        -9.999 -99  0.153  11  0.043   9  0.070   4  0.107   6 -9.999 -99 -9.999 -99 2 -9 
   276 Adelheid          0.199  44  0.118  19  0.052  20  0.097  20  0.123  15  0.106  18  0.168  19 1 -9 
   277 Elvira            0.516  36  0.379  22  0.193  20  0.145  29  0.108  34  0.065  35  0.136  41 1 -9 
   279 Thule             0.115  35  0.075  23  0.071  18  0.112  23  0.257  29  0.271  25  0.291  33 2 -9 
   282 Clorinde          0.119  61  0.030  44 -0.045  36 -0.099  49 -0.143  71 -0.193 103 -0.567 183 1 -9 
   287 Nephthys          0.549  22  0.434   6  0.204   4  0.174   9  0.142   9  0.148   9  0.200  11 2 -9 
   288 Glauke            0.498  23  0.371  10  0.177  11  0.202  11  0.155  11  0.169  13  0.240   7 3 -9 
   289 Nenetta           1.064  32  0.808  16  0.389  14  0.295  16  0.166  21  0.056  22 -0.083  30 2 -9 
   296 Phaetusa          0.584  26  0.460  20  0.216  13  0.184  19  0.147  25  0.135  24  0.149  23 2 -9 
   302 Clarissa          0.083  34  0.005  29 -0.060  26 -0.001  40  0.025  43 -0.007  46 -0.139  81 1 -9 
   304 Olga              0.107  22  0.087  17  0.037  21  0.069  18  0.012  25  0.001  17 -0.027  24 1 -9 
   306 Unitas            0.511  19  0.404  16  0.167  12  0.208  13  0.141  17  0.157  14  0.241  20 2 -9 
   308 Polyxo            0.353  30  0.271  17  0.123  10  0.146  12  0.254  18  0.290  13  0.357  16 2 -9 
   313 Chaldaea          0.175  38  0.133  26  0.020  24 -0.022  26  0.046  24  0.046  38  0.031  38 1 -9 
   317 Roxane            0.031  47  0.012  42 -0.021  45  0.019  51  0.056  60  0.025  54 -0.005  51 1 -9 
   322 Phaeo             0.096  27  0.073  21  0.047  18  0.089  20  0.150  19  0.192  26  0.257  30 2 -9 
   323 Brucia            0.712  40  0.508  23  0.232  17  0.149  21  0.182  22  0.186  27  0.253  31 2 -9 
   326 Tamara            0.215  18  0.193   9  0.061   8 -0.005   5  0.034   7  0.055  39  0.035  42 3 -9 
   329 Svea              0.159  21  0.112  17  0.013  17  0.056  17  0.025  20  0.016  15  0.029  20 1 -9 
   334 Chicago           0.250  19  0.193  13  0.059  11  0.028   8  0.055   9  0.027  13  0.043  13 4 -9 
   335 Roberta           0.083  26 -0.029  13 -0.052  14  0.015  17  0.030  26  0.031  47  0.037  45 1 -9 
   336 Lacadiera         0.135  37  0.059  40  0.027  31  0.146  18  0.241  22  0.280  21  0.331  21 1 -9 
   337 Devosa            0.196  27  0.115  23  0.007  26  0.065  37  0.125  29  0.156  36  0.143  36 1 -9 
   338 Budrosa           0.127  18  0.057  18  0.017  13  0.075  21  0.103  38  0.137  37  0.074  47 1 -9 
   339 Dorothea          0.402  33  0.279  15  0.085  17  0.077  23  0.123  25  0.029  24  0.003  31 2 -9 
   344 Desiderata        0.506  65  0.165  33  0.032  27  0.057  36  0.081  37  0.092  38  0.099  59 1 -9 
   345 Tercidina         0.324  23  0.214  17  0.033  19 -0.038  24 -0.011  19 -0.020  31  0.039  21 1 -9 
   346 Hermentaria       0.650  22  0.478  22  0.205  21  0.150  21  0.116  30  0.072  35  0.081  34 1 -9 
   347 Pariana           0.085  20  0.063  18  0.011  18  0.037  37  0.089  31  0.145  37  0.207  77 1 -9 
   349 Dembowska         0.765  17  0.567  14  0.254  13  0.190  10 -0.042  11 -0.124  11 -0.008   9 2 -9 
   350 Ornamenta         0.286  25  0.191  18  0.018  14 -0.024  16 -0.011  19  0.012  15  0.011  25 1 -9 
   352 Gisela            0.682  30  0.488  19  0.208  12  0.214  13  0.192  16  0.134  17  0.157  18 1 -9 
   354 Eleonora          0.824  38  0.562  18  0.273  22  0.222  22  0.237  18  0.166  22  0.081  29 2 -9 
   359 Georgia           0.158  26  0.120  24  0.029  22  0.066  28  0.061  38  0.086  36  0.016  52 1 -9 
   360 Carlova           0.114  26  0.087  21 -0.005  17  0.007  18  0.026  19  0.025  20  0.007  15 1 -9 
   361 Bononia          -9.999 -99  0.004  17  0.076  15  0.133   6  0.232  10 -9.999 -99 -9.999 -99 2 -9 
   364 Isara             0.701  22  0.520  16  0.227  17  0.175  21  0.148  21  0.115  24  0.118  24 2 -9 
   365 Corduba           0.206  21  0.136  14  0.050  11  0.053  11  0.097  17  0.110  13  0.135  16 1 -9 
   368 Haidea            0.195  18  0.146  18  0.062  14  0.098  20  0.183  32  0.244  30  0.318  27 2 -9 
   369 Aeria             0.131  20  0.092  17  0.029  13  0.053  19  0.123  28  0.163  30  0.224  23 2 -9 
   373 Melusina          0.210  34  0.135  22 -0.006  21  0.013  30  0.028  39 -0.016  34 -0.019  47 1 -9 
   374 Burgundia         0.487  24  0.384  19  0.176  18  0.174  26  0.156  25  0.128  26  0.152  30 2 -9 
   376 Geometria         0.599  34  0.465  39  0.190  29  0.228  14  0.187  19  0.170  19  0.240  17 1 -9 
   379 Huenna            0.258  48  0.146  36  0.041  31  0.002  36  0.022  40 -0.007  35  0.013  33 1 -9 
   380 Fiducia           0.272  27  0.188  20  0.036  18 -0.001  24 -0.000  32  0.051  27  0.088  32 2 -9 
   381 Myrrha            0.188  26  0.092  18 -0.012  19 -0.010  19 -0.004  23  0.012  22 -0.036  30 1 -9 
   382 Dodona            0.107  32  0.057  29  0.013  31  0.078  21  0.130  32  0.171  42  0.182  49 1 -9 
   383 Janina            0.233  21  0.125  22 -0.026  22 -0.060  22 -0.088  28 -0.106  24 -0.197  33 2 -9 
   386 Siegena           0.343  34  0.230  16  0.067   6 -0.016  10  0.044  16  0.068  11  0.087  16 1 -9 
   387 Aquitania         0.588  22  0.443  14  0.202  12  0.162  19  0.249  23  0.279  21  0.286  32 1 -9 
   388 Charybdis         0.184  17  0.139  18  0.042  22  0.018  37  0.000  31  0.043  40  0.069  82 1 -9 
   389 Industria         0.403  20  0.325  16  0.167  18  0.131  23  0.166  18  0.144  22  0.193  22 2 -9 
   394 Arduina           0.420  20  0.340  17  0.159  16  0.141  18  0.105  21  0.099  17  0.135  27 3 -9 
   402 Chloe             0.454  28  0.305  21  0.134  16  0.130  17  0.178  18  0.189  16  0.177  18 1 -9 
   404 Arsinoe           0.134  27  0.069  21 -0.040  23  0.016  30  0.004  33  0.047  30  0.008  36 1 -9 
   405 Thia              0.266  20  0.159  17  0.011  14 -0.042  17 -0.024  18 -0.002  15  0.025  27 1 -9 
   406 Erna              0.168  26  0.138  17  0.062  16  0.109  19  0.164  20  0.195  23  0.199  28 2 -9 
