    61 Danae               1.714 -0.237  0.148  0.492 -0.149 -0.059 -0.010 0
    62 Erato              -3.503 -2.157 -0.930 -0.515 -0.274 -0.403 -0.018 0
    63 Ausonia             3.109  0.105 -0.209  0.169  0.200 -0.230 -0.247 0
    64 Angelina           -0.284  1.185 -0.284  0.256  0.047  0.267  0.091 0
    65 Cybele             -2.109  0.687  0.036  0.204  0.096 -0.039 -0.014 0
    66 Maja               -2.376 -1.041  0.677 -0.301 -0.069  0.072 -0.015 0
    67 Asia                1.808 -0.870 -0.195  0.204 -0.126 -0.063  0.133 0
    68 Leto                1.437 -0.971 -0.122 -0.236 -0.016 -0.360  0.036 0
    70 Panopaea           -0.713 -0.265  0.881  0.082  0.093 -0.073  0.228 0
    71 Niobe               1.627  0.173  0.130 -0.763  0.045 -0.006 -0.113 0
    75 Eurydike           -0.533  1.253  0.154  0.163 -0.194 -0.092  0.090 0
    76 Freia              -0.586  0.944  0.066 -0.091  0.049 -0.119  0.070 0
    77 Frigga              0.897  2.398  0.392  0.129 -0.400 -0.056  0.078 0
    78 Diana              -1.899 -0.985  0.438 -0.184  0.048 -0.214  0.233 0
    79 Eurynome            2.234 -0.929 -0.156 -0.148 -0.479 -0.118 -0.018 0
    80 Sappho              3.158 -0.619 -0.052  0.145  0.087 -0.062 -0.100 0
    81 Terpsichore        -2.155 -0.349  0.284 -0.044 -0.001 -0.058 -0.070 0
    82 Alkmene             1.387 -0.262 -0.074  0.536 -0.067 -0.221 -0.027 0
    83 Beatrix            -0.356  1.284 -0.641 -0.023  0.048  0.096  0.029 0
    85 Io                 -3.045 -0.343 -0.426  0.011  0.129 -0.194  0.014 0
    86 Semele             -1.638 -0.140  0.836 -0.164 -0.241  0.115  0.033 0
    87 Sylvia             -0.867  1.549  0.122 -0.081 -0.117  0.095 -0.043 0
    88 Thisbe             -3.268 -0.525 -0.087  0.077  0.198 -0.016 -0.001 0
    89 Julia               3.472 -0.179  0.058 -0.095  0.028 -0.080 -0.031 0
    90 Antiope            -2.201 -0.691 -0.370 -0.022  0.039 -0.175  0.009 0
    92 Undina             -0.673  0.610 -0.504 -0.333 -0.331 -0.158  0.148 0
    93 Minerva            -2.964 -1.119 -0.057 -0.775 -0.593  0.607  0.199 0
    94 Aurora             -2.052  0.334  0.035  0.120  0.199  0.232 -0.076 0
    95 Arethusa           -1.932 -0.583  0.400 -0.230  0.094 -0.065 -0.038 0
    97 Klotho             -1.045  1.701 -0.346  0.155 -0.172 -0.089 -0.018 0
    98 Ianthe             -1.444 -0.757  0.681 -0.198 -0.453  0.177  0.018 0
    99 Dike               -1.326 -0.099  0.107 -0.406  0.205  0.039  0.050 0
   101 Helena              2.422 -0.374  0.089  0.171  0.053 -0.065  0.127 0
   102 Miriam              0.467  1.779 -0.130 -0.200  0.428 -0.005 -0.105 0
   103 Hera                1.792 -0.697  0.120  0.246 -0.062  0.087 -0.016 0
   104 Klymene            -2.502 -0.456  0.339 -0.283 -0.055  0.009 -0.073 0
   105 Artemis            -2.281 -0.505  0.060 -0.206 -0.134  0.135 -0.073 0
   106 Dione              -1.833 -1.791  0.911 -0.726  0.177  0.031 -0.080 0
   107 Camilla            -1.569  0.286  0.105 -0.234 -0.110 -0.032 -0.018 0
   108 Hecuba              2.761 -0.519 -0.075  0.213 -0.020  0.018 -0.145 0
   109 Felicitas          -1.491 -1.019  0.764 -0.578 -0.315 -0.131  0.009 0
   110 Lydia              -0.348  1.700  0.220  0.278 -0.040  0.032  0.122 0
   111 Ate                -2.035 -0.640  0.527 -0.337  0.260  0.082 -0.044 0
   113 Amalthea            3.354 -2.188 -0.405 -0.151 -0.084  0.032  0.076 0
   114 Kassandra           0.806  0.967 -0.029 -0.580  0.035  0.026  0.022 0
   116 Sirona              1.802 -1.593  0.542 -0.153 -0.588  0.367  0.213 0
   117 Lomia              -2.105  0.490  0.236  0.303  0.002  0.016 -0.103 0
   119 Althaea             3.595 -1.472  0.418 -0.113 -0.304  0.283 -0.103 0
   120 Lachesis           -1.582 -0.553 -0.025  0.081  0.415 -0.127 -0.041 0
   121 Hermione           -2.109 -1.098  0.669 -0.172  0.251  0.032  0.105 0
   124 Alkeste             1.964  0.074  0.257  0.228 -0.221  0.046 -0.060 0
   125 Liberatrix         -1.882  0.796  0.123  0.188 -0.021  0.368  0.005 0
   128 Nemesis            -1.425 -0.161 -0.276  0.120  0.633 -0.058  0.020 0
   130 Elektra            -1.553 -1.227  1.030 -0.576 -0.095 -0.068 -0.096 0
   132 Aethra             -1.678  1.320 -0.450  0.131 -0.230  0.116  0.094 0
   134 Sophrosyne         -2.107  0.169  0.579 -0.099  0.058 -0.118 -0.018 0
   135 Hertha             -0.760  0.649  0.018 -0.160  0.167 -0.136  0.306 0
   137 Meliboea           -1.868 -0.147  0.061 -0.431  0.209  0.055 -0.014 0
   142 Polana             -3.947 -0.267 -0.561  0.440 -0.024  0.097  0.056 0
   144 Vibilia            -1.951 -0.779  0.582 -0.207  0.132  0.005 -0.003 0
   145 Adeona             -1.293 -0.029  0.477 -0.103  0.455  0.070  0.127 0
   146 Lucina             -2.272 -0.749  0.618 -0.098  0.201 -0.049 -0.110 0
   152 Atala              -9.999 -9.999 -9.999 -9.999 -9.999 -9.999 -9.999 1
   153 Hilda              -1.464  1.574 -0.327  0.337  0.023  0.120 -0.014 0
   156 Xanthippe          -1.570  0.069  0.611 -0.244  0.102  0.134  0.049 0
   158 Koronis             0.437 -0.700 -0.568 -0.039  0.176 -0.250 -0.094 0
   159 Aemilia            -2.181 -0.815  0.645 -0.038  0.160  0.009 -0.046 0
   161 Athor              -0.963  1.143 -0.381 -0.063 -0.518  0.082  0.013 0
   168 Sibylla            -1.009 -0.614  0.704 -0.339 -0.034  0.105  0.068 0
   169 Zelia               3.287  0.542 -0.171 -0.156  0.208 -0.103 -0.084 0
   171 Ophelia            -2.568 -0.724  0.110  0.178  0.034  0.080 -0.001 0
   173 Ino                -1.766 -0.294 -0.126 -0.220 -0.005  0.021  0.003 0
   179 Klytaemnestra       1.627 -0.103  0.007  0.614  0.162 -0.102  0.057 0
   185 Eunike             -2.360 -0.384  0.123  0.012  0.083 -0.052 -0.018 0
   186 Celuta              1.000 -1.764 -0.805 -0.825 -0.590  0.515 -0.134 0
   187 Lamberta           -1.782 -0.033  0.261 -0.141  0.041  0.121 -0.082 0
   190 Ismene             -1.652  0.944 -0.033  0.039 -0.090  0.068 -0.127 0
   194 Prokne             -1.850 -0.674  0.630 -0.191 -0.177 -0.064  0.038 0
   195 Eurykleia          -2.083 -0.845  0.670 -0.142  0.310 -0.016 -0.071 0
   196 Philomela           3.000 -0.429  0.136  0.077  0.215 -0.078  0.039 0
   198 Ampella             2.626 -0.070  0.055  0.331 -0.250  0.132 -0.058 0
   200 Dynamene           -2.008 -0.336  0.597 -0.125  0.249 -0.085 -0.018 0
   201 Penelope           -0.945  1.170  0.042  0.143 -0.224  0.189  0.036 0
   204 Kallisto            1.993  0.583  0.290  0.377  0.060 -0.025 -0.027 0
   206 Hersilia           -2.263 -1.073  0.189 -0.056  0.083 -0.056 -0.051 0
   211 Isolda             -1.990 -0.690  0.613 -0.294 -0.060 -0.062 -0.005 0
   213 Lilaea             -3.894 -0.041 -0.654  0.218  0.110  0.138  0.169 0
   214 Aschera            -2.317  0.257  0.104  0.583 -0.210  0.320  0.069 0
   216 Kleopatra          -0.670  1.759  0.129  0.127  0.015  0.015  0.071 0
   219 Thusnelda           3.052 -0.114  0.560  0.059  0.106  0.061 -0.067 0
   221 Eos                 0.203 -0.565 -0.186 -0.284  0.159 -0.071 -0.037 0
   225 Henrietta          -3.142 -0.231 -1.032 -0.151  0.308  0.068  0.003 0
   228 Agathe              3.189 -2.258  0.034 -0.568  0.329  0.115 -0.025 0
   229 Adelinda           -2.642 -0.772 -0.723 -0.978 -0.550 -0.292  0.192 0
   232 Russia             -1.564  0.052  0.349 -0.190 -0.024 -0.095  0.012 0
   233 Asterope            1.090  1.172  0.039 -0.421 -0.012  0.195  0.013 0
   234 Barbara             3.289  0.834  0.255 -0.323  0.117 -0.089 -0.211 0
   236 Honoria             3.017  0.915  0.454 -0.333  0.184  0.066 -0.071 0
   238 Hypatia            -1.083 -0.397  0.873 -0.579 -0.184  0.039  0.012 0
   240 Vanadis            -1.761 -0.079  0.789 -0.065 -0.005 -0.046  0.049 0
   243 Ida                 1.366 -0.227 -0.108  0.753  0.082  0.136 -0.400 0
   245 Vera                1.464 -1.333 -0.429 -0.093  0.114 -0.078 -0.005 0
   246 Asporina            5.221 -1.989 -0.602 -0.593  0.086 -0.035  0.010 0
   258 Tyche               1.714 -0.331  0.416  0.506 -0.043  0.176 -0.080 0
   261 Prymno             -2.860 -0.657 -0.273  0.294 -0.105 -0.185  0.161 0
   264 Libussa             1.533 -0.292  0.102  0.645 -0.196 -0.150 -0.103 0
   266 Aline              -2.122 -1.022 -0.001  0.065 -0.108 -0.305  0.092 0
   268 Adorea             -3.213  0.151 -0.083 -0.064  0.053 -0.440  0.162 0
   276 Adelheid           -0.336  0.953 -0.071  0.352  0.139  0.163  0.123 0
   277 Elvira              1.328 -1.141  0.116  0.411 -0.150  0.222  0.125 0
   279 Thule               1.066  2.860 -0.074 -0.252 -0.010  0.359  0.158 0
   287 Nephthys            2.298 -0.637  0.238  0.302 -0.185 -0.076 -0.024 0
   288 Glauke              2.347 -0.003  0.064  0.593 -0.035 -0.203  0.056 0
   289 Nenetta             4.418 -4.594 -1.283 -0.301 -0.221 -0.049  0.000 0
   296 Phaetusa            2.356 -1.044 -0.063  0.161 -0.176 -0.051 -0.035 0
   304 Olga               -2.129 -0.333 -0.710  0.416 -0.304  0.038 -0.013 0
   306 Unitas              2.328 -0.178  0.118  0.721  0.063 -0.313 -0.093 0
   308 Polyxo              2.509  2.051  0.535 -0.134  0.147  0.030  0.001 0
   313 Chaldaea           -2.034  0.011  0.323 -0.457 -0.075  0.182 -0.095 0
   322 Phaeo              -0.017  2.115  0.229  0.274 -0.128  0.089  0.070 0
   323 Brucia              3.149 -0.731  0.862 -0.198  0.018 -0.023  0.122 0
   326 Tamara             -1.578 -0.332  0.377 -0.366 -0.353  0.111 -0.148 0
   329 Svea               -1.912 -0.102 -0.266  0.352  0.039 -0.052 -0.066 0
   334 Chicago            -1.332 -0.424  0.137 -0.094 -0.036  0.239 -0.071 0
   336 Lacadiera           1.117  3.129 -0.077  0.163  0.345 -0.087  0.144 0
   338 Budrosa            -1.102  1.081 -0.514 -0.143 -0.065 -0.180  0.096 0
   339 Dorothea           -0.336 -0.933 -0.408 -0.390  0.395  0.345 -0.047 0
   345 Tercidina          -2.095 -1.009  0.929 -0.183  0.106  0.080 -0.043 0
   346 Hermentaria         1.738 -1.843  0.012 -0.020  0.011  0.017  0.012 0
   349 Dembowska           0.972 -4.237 -0.039  1.327 -0.191 -0.076  0.063 0
   350 Ornamenta          -2.170 -0.785  0.595 -0.291  0.019 -0.175 -0.093 0
   352 Gisela              2.910 -1.108 -0.260  0.108  0.331 -0.029  0.038 0
   354 Eleonora            3.718 -1.768 -0.626 -0.635  0.154  0.058  0.212 0
   360 Carlova            -2.407  0.071 -0.095 -0.085 -0.024  0.040 -0.115 0
   364 Isara               2.523 -1.672  0.031 -0.087  0.017 -0.056  0.003 0
   365 Corduba            -0.723  0.706  0.197 -0.022 -0.039  0.073  0.053 0
   368 Haidea              0.892  2.268  0.584  0.078  0.017 -0.056  0.019 0
   369 Aeria              -0.499  1.702  0.466  0.077 -0.011  0.041  0.018 0
   373 Melusina           -2.322 -0.521 -0.132 -0.091  0.314  0.091 -0.107 0
   374 Burgundia           1.831 -0.522 -0.202  0.216 -0.028  0.059 -0.042 0
   376 Geometria           3.049 -0.364 -0.017  0.492  0.257 -0.196 -0.101 0
   380 Fiducia            -1.606 -0.300  0.792 -0.015 -0.124 -0.236 -0.050 0
   381 Myrrha             -2.695 -0.400 -0.023 -0.267  0.027 -0.190  0.016 0
   382 Dodona             -0.609  1.790 -0.052  0.062  0.044 -0.106  0.052 0
   383 Janina             -4.080 -1.968 -0.171 -0.453  0.037 -0.167 -0.069 0
   386 Siegena            -1.101 -0.418  0.896 -0.478 -0.093  0.025  0.020 0
   387 Aquitania           3.436  0.563  0.512 -0.531  0.014 -0.074  0.006 0
   389 Industria           1.510  0.086  0.161  0.064 -0.159  0.302  0.013 0
   394 Arduina             1.014 -0.598 -0.006  0.343 -0.223  0.021 -0.041 0
   402 Chloe               1.547  0.320  0.062 -0.305  0.075 -0.089  0.108 0
   404 Arsinoe            -2.546  0.210 -0.100 -0.036  0.122 -0.425 -0.099 0
   405 Thia               -2.462 -0.702  0.791 -0.211  0.009 -0.104 -0.005 0
   406 Erna                0.321  1.607 -0.131  0.010 -0.068 -0.003 -0.029 0
   407 Arachne            -2.408 -0.308  0.918  0.268  0.283  0.092 -0.056 0
   414 Liriope            -0.978 -0.580  0.446 -0.069 -0.170  0.060 -0.137 0
   419 Aurelia            -3.088  0.199 -0.458  0.271  0.109 -0.002  0.058 0
   420 Bertholda          -0.197  2.544 -0.058  0.110 -0.096 -0.019  0.050 0
   421 Zahringia           0.878 -1.626 -0.007  0.511 -0.250 -0.016 -0.119 0
   423 Diotima            -2.312 -0.154 -0.126  0.140  0.109  0.148  0.019 0
   431 Nephele            -3.138 -0.898 -0.450 -0.317  0.261 -0.170 -0.010 0
   433 Eros                3.633 -1.370  0.068  0.157  0.105 -0.011  0.042 0
   434 Hungaria           -0.503  1.177 -0.091  0.187 -0.097  0.003  0.136 0
   442 Eichsfeldia        -1.877 -0.108  0.276 -0.074  0.053 -0.009 -0.049 0
   443 Photographica       4.433  0.579  0.265 -0.355  0.060 -0.031 -0.034 0
   444 Gyptis             -2.458 -0.272  0.133  0.084 -0.059 -0.122 -0.061 0
   446 Aeternitas          4.900 -3.375 -1.379 -0.325 -0.014  0.284 -0.162 0
   449 Hamburga           -1.243 -0.124  0.555 -0.204  0.207  0.092 -0.072 0
   451 Patientia          -3.629 -1.033  0.206  0.172  0.286 -0.017 -0.076 0
   470 Kilia               3.143 -0.060  0.559 -0.089 -0.174 -0.074 -0.064 0
   471 Papagena            1.177 -1.553  0.300  0.073  0.192 -0.222 -0.035 0
   472 Roma                1.867 -1.092 -0.157 -0.118 -0.154 -0.125  0.207 0
   476 Hedwig             -0.612  0.419  0.004  0.030  0.215 -0.103 -0.077 0
   477 Italia              3.109 -0.670  0.314 -0.014 -0.141  0.194  0.002 0
   480 Hansa               1.578 -1.101  0.302  0.571 -0.223  0.016  0.066 0
   483 Seppina             3.347  0.928  0.028  0.086 -0.073  0.007 -0.062 0
   496 Gryphia             2.392 -1.616 -0.324  0.109  0.388 -0.235  0.137 0
   498 Tokio              -0.037  0.267 -0.336 -0.206 -0.043  0.034 -0.090 0
   499 Venusia            -1.643  0.667 -0.326 -0.078  0.092  0.014 -0.084 0
   505 Cava               -2.440  0.161 -0.530  0.111 -0.215  0.101  0.020 0
   506 Marion             -1.083  0.182 -0.363 -0.092 -0.144 -0.310 -0.074 0
   508 Princetonia        -2.031 -1.048  0.484 -0.521 -0.418 -0.091  0.206 0
   509 Iolanda             0.927 -0.483  0.063  0.492 -0.149 -0.012 -0.159 0
   511 Davida             -1.220 -0.463  0.166 -0.164  0.047 -0.095 -0.018 0
   512 Taurinensis         2.772 -2.495 -0.722 -0.545 -0.294 -0.081 -0.023 0
   514 Armida             -2.258  0.479 -0.597  0.190  0.519 -0.040  0.075 0
   519 Sylvania            0.290 -1.027 -0.233  0.331 -0.411  0.255 -0.002 0
   521 Brixia             -1.311  0.335  0.806 -0.122 -0.030  0.004 -0.043 0
   522 Helga              -1.773  1.231 -0.343  0.650 -0.322 -0.414 -0.163 0
   526 Jena               -3.101 -0.922 -0.039  0.002  0.393  0.055 -0.143 0
   529 Preziosa            1.417 -0.359 -0.776 -0.484  0.483  0.022 -0.081 0
   530 Turandot           -3.699 -0.130 -0.241  0.146  0.271  0.017 -0.158 0
   532 Herculina           1.320 -0.587 -0.251  0.171 -0.161 -0.196 -0.017 0
   536 Merapi             -1.185  1.150  0.084  0.265  0.021 -0.265  0.030 0
   548 Kressida            2.110 -1.616 -0.126 -0.126 -0.036 -0.002  0.015 0
   549 Jessonda            1.714  0.139  0.012  0.257 -0.112 -0.161  0.181 0
   554 Peraga             -3.509 -0.178  0.107 -0.313  0.417 -0.006 -0.081 0
   556 Phyllis             2.175  0.071  0.447  0.521 -0.014  0.191  0.006 0
   558 Carmen             -0.260  1.176  0.390  0.085 -0.127 -0.161  0.126 0
   559 Nanon              -1.030 -0.504  0.515 -0.341 -0.014  0.139  0.118 0
   562 Salome              0.631 -0.539 -0.092 -0.143  0.210  0.125 -0.039 0
   563 Suleika             1.908 -0.650 -0.322 -0.045  0.181 -0.228  0.133 0
   566 Stereoskopia       -1.751 -0.177 -0.050 -0.318 -0.072 -0.094  0.056 0
   570 Kythera             1.702  0.903 -0.451 -0.792 -0.098 -0.408 -0.057 0
   571 Dulcinea            1.558 -1.097 -0.425  0.236 -0.466 -0.103 -0.193 0
   579 Sidonia             1.228 -1.050 -0.791 -0.739  0.278  0.267  0.074 0
   583 Klotilde           -2.548 -0.326 -0.300  0.050  0.139 -0.009 -0.025 0
   593 Titania            -2.540 -0.229 -0.334  0.022  0.397  0.247 -0.069 0
   599 Luisa               3.511  0.566  0.026 -0.604 -0.066  0.067 -0.059 0
   602 Marianna           -1.674 -0.282  0.601 -0.206 -0.028 -0.152  0.031 0
   606 Brangane            2.055  1.649 -0.098 -0.181  0.098 -0.358 -0.173 0
   613 Ginevra            -1.951  0.781 -0.145  0.006  0.249 -0.076  0.124 0
   616 Elly                2.730 -0.324  0.176  0.281 -0.261  0.233 -0.106 0
   617 Patroclus          -0.822  1.285 -0.792 -0.184 -0.133  0.432  0.049 0
   618 Elfriede           -1.942 -0.327 -0.198 -0.224  0.216  0.384 -0.028 0
   622 Esther              1.699 -0.210  0.303  0.925  0.285  0.105 -0.118 0
   624 Hektor              2.694  3.737  0.272 -0.136 -0.717 -0.059 -0.054 0
   626 Notburga           -1.532  0.176 -0.096  0.103 -0.045 -0.041 -0.021 0
   631 Philippina          2.459 -0.106  0.289  0.381 -0.224 -0.052 -0.053 0
   635 Vundtia            -1.968 -0.023  0.155 -0.118  0.051  0.163 -0.018 0
   639 Latona              2.402  0.202 -0.266 -0.343  0.307  0.166 -0.156 0
   640 Brambilla          -1.118 -1.597  0.566 -0.202 -0.147 -0.349 -0.183 0
   653 Berenike            2.110 -0.251 -0.281 -0.351  0.130  0.066 -0.071 0
   654 Zelinda            -2.146 -0.152  0.130 -0.154 -0.001 -0.022 -0.022 0
   660 Crescentia          2.823  0.045  0.032  0.304  0.140  0.030 -0.103 0
   661 Cloelia             1.514 -0.157  0.030 -0.121  0.225 -0.305  0.139 0
   663 Gerlinde           -1.881  1.027 -0.161  0.036  0.135  0.151  0.017 0
   664 Judith             -2.092  0.242  0.212  0.230 -0.173  0.413  0.095 0
   675 Ludmilla            2.069 -0.366  0.155 -0.111  0.019  0.071 -0.020 0
   687 Tinette            -1.681  1.372 -0.827 -0.076 -0.440 -0.068 -0.386 0
   699 Hela                1.102 -1.274 -0.486  0.166 -0.265  0.079  0.124 0
   702 Alauda             -2.613 -0.271 -0.034  0.005  0.162 -0.079 -0.085 0
   704 Interamnia         -3.701 -0.479 -0.563  0.145  0.097 -0.054  0.021 0
   705 Erminia            -1.595  0.843  0.177  0.134  0.087 -0.150 -0.094 0
   712 Boliviana          -0.914 -0.106  0.407 -0.242 -0.069  0.095 -0.099 0
   713 Luscinia           -2.467 -0.043 -0.235  0.542  0.102 -0.033 -0.008 0
   714 Ulula               2.498 -0.618  0.183  0.476  0.368  0.527 -0.043 0
   721 Tabora              1.586  2.392 -0.213 -0.276 -0.241  0.236  0.105 0
   733 Mocia              -2.000  0.216 -0.595  0.020 -0.216 -0.424 -0.159 0
   739 Mandeville         -0.488  0.567  0.157 -0.175  0.106  0.082  0.013 0
   740 Cantabia           -0.876 -0.141 -0.132 -0.204 -0.407  0.210 -0.035 0
   748 Simeisa            -1.006  1.474 -0.599  0.076  0.100  0.381  0.085 0
   750 Oskar              -3.951  0.392 -0.784  0.257  0.041 -0.038 -0.060 0
   751 Faina              -2.645 -0.727  0.426 -0.219 -0.118 -0.216  0.001 0
   755 Quintilla          -1.295  1.052 -0.578 -0.186  0.032  0.332  0.113 0
   757 Portlandia         -2.004  0.662 -1.099 -0.433 -0.145  0.043 -0.086 0
   773 Irmintraud          1.234  3.183  0.429  0.183  0.287 -0.252 -0.008 0
   775 Lumiere             1.104 -0.134 -0.085 -0.348  0.032 -0.046 -0.154 0
   776 Berbericia         -1.529 -0.526  0.390 -0.353  0.304  0.090 -0.058 0
   778 Theobalda          -3.874 -0.535 -0.716  0.275  0.133 -0.143  0.013 0
   785 Zwetana            -2.376  1.675 -0.275  0.078 -0.047 -0.033  0.065 0
   786 Bredichina         -2.525 -0.416 -0.704  0.421 -0.237 -0.022  0.005 0
   790 Pretoria           -1.070  1.402 -0.070 -0.048  0.257  0.271  0.077 0
   804 Hispania           -1.001 -0.145 -0.241  0.092  0.169 -0.310 -0.196 0
   811 Nauheima            0.801 -1.382 -0.636 -0.115 -0.451 -0.135  0.139 0
   821 Fanny              -2.036 -0.318  0.914  0.017 -0.120  0.001  0.101 0
   838 Seraphina          -0.294  1.392  0.266 -0.063  0.200  0.144 -0.028 0
   849 Ara                -0.801  1.497  0.125  0.278 -0.198 -0.068  0.067 0
   863 Benkoela            6.342 -3.272 -0.905 -0.360 -0.237  0.002  0.111 0
   864 Aase                3.473 -1.676 -0.707 -0.107  0.212 -0.018 -0.114 0
   877 Walkure            -3.271  0.476 -0.369  0.246 -0.055 -0.005 -0.141 0
   884 Priamus             1.228  3.177 -0.409  0.240  0.430  0.734  0.039 0
   897 Lysistrata          1.450 -0.329 -0.187  0.021 -0.146  0.001  0.017 0
   907 Rhoda              -2.106 -0.158 -0.061  0.154 -0.322  0.026  0.029 0
   909 Ulla               -1.799  0.692  0.111  0.258 -0.420 -0.319 -0.141 0
   914 Palisana           -0.535  0.005  0.553 -0.818 -0.169  0.086 -0.009 0
   931 Whittemora         -1.812  1.081 -0.212  0.268 -0.187  0.126  0.028 0
   937 Bethgea             4.170 -0.786 -0.095 -0.007 -0.025  0.095 -0.124 0
   945 Barcelona           0.879 -0.440  0.055  0.739 -0.051 -0.015 -0.014 0
   962 Aslog               1.646  0.159 -0.120 -0.052 -0.073  0.036 -0.132 0
   974 Lioba               3.272 -0.772 -0.117 -0.039  0.181  0.402  0.023 0
   980 Anacostia           5.012  0.700  0.574 -0.618  0.189  0.124 -0.119 0
  1001 Gaussia            -1.745  0.488 -0.229 -0.102  0.010  0.141 -0.050 0
  1019 Strackea            4.334 -0.139 -0.047  0.349  0.046  0.316 -0.180 0
  1021 Flammario          -2.862  0.301 -0.641  0.066  0.001  0.024  0.061 0
  1025 Riema               0.208  1.587 -0.302 -0.079  0.146 -0.094 -0.001 0
  1036 Ganymed             1.405 -1.507  0.284  1.043 -0.313  0.131  0.011 0
  1078 Mentha              2.446 -1.266  0.291 -0.160  0.030  0.166  0.040 0
  1088 Mitaka              3.090 -1.287  0.033 -0.341 -0.148 -0.109  0.394 0
  1103 Sequoia            -0.906  0.965  0.105  0.344 -0.327  0.044  0.073 0
  1108 Demeter            -1.617  0.213 -0.279  0.131  0.237  0.033 -0.010 0
  1124 Stroobantia        -0.796  1.590  0.067  0.301 -0.156 -0.051  0.120 0
  1144 Oda                 2.083  4.248 -0.117  0.202  0.228 -0.042 -0.128 0
