refl,refl_err,wave,flag
0.519995996533516,0.026157366656412363,0.337,0
0.6003437587325644,0.017858849981261825,0.359,0
0.8068633703638188,0.007725633504013623,0.437,0
1.0,0.0,0.55,0
1.1879550279416518,0.004994767583722685,0.701,0
1.1978432778258552,0.005235157467431264,0.853,0
1.0568175092136585,0.0024867919004335696,0.948,1
1.1334438229710342,0.006513552711061558,1.041,1
