refl,refl_err,wave,flag
0.49796635416448554,0.012550009790854749,0.337,0
0.6171631684555837,0.004343596519423969,0.359,0
0.7950601750844197,0.00229337475262207,0.437,0
1.0,0.0,0.55,0
1.190145338703855,0.001566678897273149,0.701,0
1.1086641389799563,0.0010315581216613328,0.853,0
1.0413578615284345,0.0004457804740036473,0.948,0
1.0413578615284345,0.0004052549763669521,1.041,0
