refl,refl_err,wave,flag
0.6534313996495987,0.010637943129632494,0.337,0
0.737904230129101,0.006078824645504283,0.359,0
0.8765970403212793,0.002107325877108151,0.437,0
1.0,0.0,0.55,0
1.1803206356517297,0.0024867919004335696,0.701,0
1.1365799747501522,0.0026884983545798487,0.853,0
1.1220184543019633,0.001842068074395237,0.948,0
1.2100407608569543,0.005719621370997211,1.041,0
