refl,refl_err,wave,flag
0.7474807281756635,0.007567215649615633,0.337,0
0.8325302067492425,0.0032991439212418693,0.359,0
0.989919775080584,0.00012157649291008563,0.437,0
1.0,0.0,0.55,0
0.9826525828295318,0.00012249752694728326,0.701,0
1.001843765724026,2.0262748818347607e-05,0.853,0
0.9862794856312105,0.00022104816892742844,0.948,0
1.0299117193406992,0.0004715694270451807,1.041,0
