0.340 0.0220   .57 .30
0.355 0.0300   .86 .20
0.400 0.0245   .82 .04
0.430 0.0260   .88 .03
0.470 0.0252   .91 .03
0.500 0.0258   .92 .03
0.540 0.0265   .96 .03
0.570 0.0270  1.00 .03
0.600 0.0285   .98 .03
0.635 0.0295   .99 .03
0.670 0.0245   .98 .03
0.700 0.0255   .97    
0.730 0.0265   .91 .05
0.765 0.0275  1.06 .04
0.800 0.0285  1.04 .04
0.830 0.0295  1.12 .03
0.870 0.0240  1.06 .05
0.900 0.0250  1.06 .03
0.930 0.0260  1.07 .03
0.950 0.0510  1.04 .08
0.970 0.0270  1.26 .05
1.000 0.0280  1.09 .07
1.030 0.0290  1.28 .08
