0.330 0.0300   .70 .35
0.355 0.0300   .40 .32
0.400 0.0245  1.05 .07
0.430 0.0260  1.02 .05
0.470 0.0252   .92 .03
0.500 0.0258   .95 .03
0.540 0.0265   .97 .06
0.570 0.0270  1.00 .04
0.600 0.0285   .99 .06
0.635 0.0295   .96 .03
0.670 0.0245   .99 .04
0.700 0.0255  1.04    
0.730 0.0265  1.15 .09
0.765 0.0275  1.05 .08
0.800 0.0285  1.04 .06
0.830 0.0295  1.24 .09
