0.330 0.0300   .54 .16
0.355 0.0300   .41 .11
0.400 0.0245   .63 .03
0.430 0.0260   .67 .04
0.470 0.0252   .87 .05
0.500 0.0258   .81 .03
0.540 0.0265   .87 .04
0.570 0.0270  1.10 .08
0.600 0.0285   .99 .05
0.635 0.0295   .96 .06
0.670 0.0245  1.11 .08
0.700 0.0255  1.03 .08
0.730 0.0265  1.13 .06
0.765 0.0275  1.11 .10
0.800 0.0285  1.09 .08
0.830 0.0295   .78 .11
0.870 0.0240   .94 .15
0.900 0.0250   .57 .08
0.930 0.0260  1.03 .16
0.970 0.0270   .91 .20
