0.330 0.0300   .40 .03
0.340 0.0220   .51 .08
0.355 0.0300   .56 .04
0.400 0.0245   .72 .03
0.430 0.0260   .80 .03
0.470 0.0252   .85 .03
0.500 0.0258   .91 .03
0.540 0.0265   .96 .03
0.570 0.0270  1.00 .03
0.600 0.0285  1.02 .03
0.635 0.0295  1.07 .04
0.670 0.0245  1.13 .02
0.700 0.0255  1.15 .03
0.730 0.0265  1.17 .03
0.765 0.0275  1.20 .05
0.800 0.0285  1.25 .03
0.830 0.0295  1.17 .03
0.870 0.0240  1.21 .10
0.900 0.0250  1.24 .03
0.930 0.0260  1.10 .06
0.950 0.0510  1.32 .08
0.970 0.0270  1.22 .05
1.000 0.0280  1.33 .05
