0.330 0.0300   .57 .03
0.355 0.0300   .71 .04
0.400 0.0245   .85 .03
0.430 0.0260   .89 .03
0.470 0.0252   .91 .03
0.500 0.0258   .98 .03
0.540 0.0265  1.02 .03
0.570 0.0270  1.00 .03
0.600 0.0285   .96 .03
0.635 0.0295   .95 .03
0.670 0.0245   .99 .03
0.700 0.0255  1.00 .06
0.730 0.0265   .97 .03
0.765 0.0275  1.03 .04
0.800 0.0285  1.00 .03
0.830 0.0295   .95 .03
0.870 0.0240   .94 .03
0.900 0.0250   .95 .06
0.930 0.0260   .89 .09
0.970 0.0270   .92 .05
1.000 0.0280  1.08 .10
1.030 0.0290   .92 .14
