0.330 0.0300   .52 .10
0.355 0.0300   .78 .17
0.400 0.0245   .96 .06
0.430 0.0260   .86 .05
0.470 0.0252   .84 .03
0.500 0.0258   .93 .03
0.540 0.0265   .95 .05
0.570 0.0270  1.10 .05
0.600 0.0285   .92 .04
0.635 0.0295  1.01 .06
0.670 0.0245  1.10 .03
0.700 0.0255  1.02 .05
0.730 0.0265  1.05 .03
0.765 0.0275  1.05 .04
0.800 0.0285  1.09 .11
0.830 0.0295   .89 .07
0.870 0.0240  1.11 .08
0.900 0.0250   .89 .11
0.930 0.0260   .65 .12
0.970 0.0270  1.06 .14
