0.330 0.0300   .46 .09
0.355 0.0300   .68 .07
0.400 0.0245   .63 .03
0.430 0.0260   .71 .04
0.470 0.0252   .80 .04
0.500 0.0258   .77 .05
0.540 0.0265   .92 .05
0.570 0.0270  1.00 .08
0.600 0.0285  1.03 .06
0.635 0.0295  1.07 .07
0.670 0.0245  1.21 .11
0.700 0.0255  1.14 .09
0.730 0.0265  1.25 .08
0.765 0.0275  1.23 .11
0.800 0.0285  1.17 .12
0.830 0.0295  1.08 .26
