0.330 0.0300   .66 .30
0.340 0.0220   .68 .20
0.355 0.0300   .70 .20
0.400 0.0245   .71 .03
0.430 0.0260   .78 .03
0.470 0.0252   .87 .03
0.500 0.0258   .89 .03
0.540 0.0265   .95 .03
0.570 0.0270   .99 .03
0.600 0.0285  1.04 .03
0.635 0.0295  1.12 .03
0.670 0.0245  1.15 .05
0.700 0.0255  1.16 .03
0.730 0.0265  1.15 .03
0.765 0.0275  1.18 .03
0.800 0.0285  1.08 .04
0.870 0.0240  1.15 .05
0.900 0.0250  1.01 .06
0.950 0.0510  1.08 .06
1.000 0.0280  1.17 .06
1.030 0.0290  1.41 .15
