   1172 -          2002-11-11T08:12 16.174 0.020 0.727 0.022 0.510 0.024 0.910 0.027
   1173 -          2005-01-17T05:54 16.595 0.024 0.811 0.034 0.402 0.035 0.805 0.038
   1871 -          2002-11-09T01:12 18.379 0.034 0.716 0.049 0.456 0.025 0.880 0.030
   1871 -          2002-11-10T01:16 18.293 0.027 0.722 0.036 0.412 0.028 0.848 0.032
   2223 -          2002-11-10T04:46 16.602 0.017 0.753 0.023 0.465 0.022 0.905 0.024
   2357 -          2002-11-11T03:11 16.198 0.033 0.718 0.052 0.427 0.045 0.890 0.047
   4035 -          2003-04-10T03:11 16.892 0.031 0.752 0.040 0.473 0.042 0.926 0.055
   4035 -          2003-04-10T04:22 16.981 0.031 0.752 0.040 0.495 0.042 0.945 0.055
   4829 -          2005-01-17T08:18 18.430 0.029 0.851 0.050 0.420 0.039 0.792 0.052
   5130 -          2002-11-10T03:30 16.841 0.018 0.763 0.025 0.481 0.020 0.905 0.022
   5511 -          2005-01-19T05:52 17.968 0.020 0.906 0.027 0.442 0.027 0.968 0.032
   6545 -          2003-04-10T02:22 17.558 0.031 0.734 0.041 0.499 0.042 0.935 0.055
   6998 -          2002-11-10T06:33 18.618 0.027 0.787 0.030 0.455 0.024 0.893 0.026
   7352 -          2002-11-11T02:39 17.096 0.022 0.713 0.028 0.417 0.034 0.814 0.037
   9030 -          2005-01-18T08:14 18.397 0.020 0.887 0.024 0.493 0.027 0.973 0.028
   9430 -          2002-11-09T07:16 18.803 0.037 0.742 0.056 0.488 0.028 0.944 0.033
  11089 -          2002-11-09T00:37 17.869 0.033 0.689 0.048 0.423 0.025 0.807 0.030
  11351 -          2003-04-10T09:03 18.407 0.032 0.739 0.044 0.498 0.044 0.900 0.057
  11488 -          2002-11-09T06:27 18.433 0.038 0.718 0.046 0.439 0.023 0.861 0.029
  11488 -          2005-01-19T02:57 18.931 0.066 0.868 0.101 0.430 0.079 0.848 0.084
  11663 -          2005-01-17T05:05 18.473 0.022 0.837 0.030 0.409 0.030 0.872 0.039
  12921 -          2003-04-10T07:12 18.393 0.031 0.673 0.040 0.421 0.042 0.786 0.055
  14707 -          2003-04-11T06:46 18.666 0.031 0.751 0.041 0.401 0.033 0.804 0.055
  14707 -          2003-04-11T08:37 18.873 0.031 0.754 0.041 0.424 0.033 0.790 0.056
  15502 -          2002-11-10T02:28 17.061 0.023 0.766 0.034 0.445 0.025 0.875 0.026
  15977 -          2002-11-10T03:56 17.588 0.021 -.999 -.999 0.465 0.025 0.906 0.026
  17416 -          2002-11-09T03:32 20.075 0.055 0.742 0.060 0.488 0.040 0.986 0.051
  18137 -          2002-11-10T00:42 18.257 0.026 0.733 0.039 0.496 0.024 0.905 0.027
  18268 -          2002-11-11T04:49 19.308 0.030 -.999 -.999 0.529 0.037 0.980 0.039
  18493 -          2002-11-09T07:41 18.298 0.023 0.703 0.035 0.395 0.024 0.775 0.027
  18493 -          2002-11-10T07:08 18.393 0.022 0.694 0.032 0.411 0.027 0.801 0.027
  18940 -          2002-11-09T02:57 18.642 0.033 0.709 0.046 0.465 0.024 0.894 0.030
  23549 -          2005-01-17T07:09 18.969 0.050 0.800 0.071 0.485 0.068 0.872 0.075
  23694 -          2002-11-10T05:12 18.593 0.024 0.723 0.028 0.474 0.025 0.892 0.027
  24233 -          2003-04-11T01:33 18.894 0.034 0.704 0.051 0.481 0.037 0.899 0.058
  24341 -          2003-04-11T05:05 19.376 0.032 0.713 0.043 0.369 0.035 0.759 0.057
  24444 -          2002-11-09T01:50 18.605 0.032 0.712 0.047 0.437 0.022 0.846 0.033
  24452 -          2005-01-17T07:48 18.757 0.043 0.872 0.056 0.441 0.056 0.847 0.066
  24467 -          2002-11-11T04:23 19.272 0.044 0.927 0.066 0.460 0.045 0.973 0.048
  25347 -          2002-11-09T05:22 18.759 0.036 -.999 -.999 0.488 0.025 0.949 0.031
  30698 -          2002-11-09T04:34 19.244 0.035 0.715 0.050 0.441 0.028 0.881 0.032
  30698 -          2005-01-18T01:45 19.353 0.036 -.999 -.999 0.472 0.042 0.865 0.047
  31820 -          2005-01-19T06:39 20.041 0.077 0.889 0.093 0.520 0.091 0.916 0.123
  31821 -          2005-01-18T05:21 19.328 0.076 0.980 0.111 0.440 0.097 0.901 0.108
  32430 -          2002-11-10T07:49 19.669 0.039 0.735 0.055 0.399 0.048 0.823 0.046
  32430 -          2002-11-11T07:10 19.745 0.029 0.772 0.034 0.474 0.040 0.899 0.045
  32615 -          2002-11-11T01:07 18.538 0.022 0.807 0.040 0.452 0.035 0.926 0.037
  32794 -          2005-01-18T03:07 19.685 0.038 0.923 0.065 0.393 0.056 0.879 0.057
  34785 -          2002-11-10T01:47 19.656 0.033 0.728 0.050 0.386 0.032 0.805 0.035
  47967 -          2005-01-17T05:27 19.382 0.044 0.899 0.058 0.489 0.069 0.965 0.075
  48249 -          2002-11-11T01:44 19.719 0.035 0.758 0.040 0.530 0.037 0.950 0.041
  48252 -          2005-01-18T02:25 19.878 0.060 0.949 0.100 0.467 0.093 0.903 0.090
  51359 -          2005-01-19T03:54 19.631 0.102 0.864 0.201 0.447 0.131 0.885 0.164
  56968 -          2005-01-17T04:18 18.596 0.026 0.986 0.040 0.494 0.033 1.003 0.036
  76804 -          2005-01-17T03:21 19.471 0.065 0.803 0.082 0.446 0.070 0.889 0.080
  84709 -          2005-01-19T05:10 19.862 0.068 0.855 0.087 0.462 0.090 1.010 0.094
  99328 2001 UY123 2005-01-18T06:41 19.869 0.047 0.890 0.058 0.537 0.056 0.971 0.063
 105685 2000 SC51  2005-01-18T06:03 19.876 0.038 1.016 0.055 0.444 0.059 0.896 0.056
 111113 2001 VK85  2005-01-18T07:23 20.179 0.038 0.822 0.063 0.462 0.048 1.020 0.050
 120453 1988 RE12  2005-01-18T04:00 20.892 0.081 0.826 0.132 0.388 0.108 0.871 0.106
 124729 2001 SB173 2005-01-17T06:20 19.882 0.043 0.992 0.060 0.503 0.064 0.927 0.078
