0.5006 0.9211 0.0661
0.5011 0.9426 0.0451
0.5016 0.9637 0.0244
0.5021 0.9637 0.0248
0.5026 0.9647 0.0244
0.5031 0.9787 0.0108
0.5036 0.9654 0.0245
0.5041 0.9530 0.0374
0.5045 0.9591 0.0317
0.5050 0.9523 0.0389
0.5055 0.9481 0.0435
0.5060 0.9346 0.0575
0.5065 0.9158 0.0767
0.5070 0.9187 0.0743
0.5075 0.9311 0.0622
0.5080 0.9403 0.0535
0.5085 0.9533 0.0409
0.5089 0.9598 0.0347
0.5094 0.9402 0.0548
0.5099 0.9271 0.0682
0.5104 0.9283 0.0674
0.5109 0.9355 0.0606
0.5114 0.9509 0.0456
0.5119 0.9534 0.0435
0.5124 0.9396 0.0576
0.5129 0.9294 0.0682
0.5133 0.9299 0.0679
0.5138 0.9393 0.0589
0.5143 0.9504 0.0481
0.5148 0.9573 0.0415
0.5153 0.9570 0.0421
0.5158 0.9506 0.0489
0.5163 0.9339 0.0659
0.5168 0.9263 0.0738
0.5173 0.9516 0.0488
0.5177 0.9872 0.0134
0.5182 0.9853 0.0156
0.5187 0.9632 0.0380
0.5192 0.9623 0.0391
0.5197 0.9568 0.0449
0.5202 0.9515 0.0504
0.5207 0.9548 0.0474
0.5212 0.9580 0.0445
0.5217 0.9616 0.0411
0.5221 0.9573 0.0456
0.5226 0.9567 0.0464
0.5231 0.9786 0.0248
0.5236 0.9924 0.0112
0.5241 0.9776 0.0263
0.5246 0.9637 0.0403
0.5251 0.9602 0.0440
0.5256 0.9569 0.0476
0.5261 0.9477 0.0570
0.5265 0.9525 0.0523
0.5270 0.9871 0.0179
0.5275 1.0132 0.0080
0.5280 1.0060 0.0016
0.5285 0.9883 0.0173
0.5290 0.9740 0.0317
0.5295 0.9612 0.0448
0.5300 0.9547 0.0514
0.5305 0.9712 0.0351
0.5309 0.9823 0.0241
0.5314 0.9576 0.0490
0.5319 0.9375 0.0693
0.5324 0.9423 0.0647
0.5329 0.9595 0.0476
0.5334 0.9748 0.0324
0.5339 0.9761 0.0313
0.5344 0.9730 0.0346
0.5348 0.9791 0.0286
0.5353 0.9834 0.0245
0.5358 0.9704 0.0376
0.5363 0.9526 0.0556
0.5368 0.9610 0.0473
0.5373 0.9836 0.0248
0.5378 0.9853 0.0233
0.5383 0.9747 0.0340
0.5388 0.9704 0.0383
0.5392 0.9715 0.0374
0.5397 0.9785 0.0305
0.5402 0.9893 0.0199
0.5407 0.9914 0.0178
0.5412 0.9923 0.0171
0.5417 0.9933 0.0162
0.5422 0.9879 0.0217
0.5427 0.9879 0.0218
0.5432 0.9960 0.0138
0.5436 0.9962 0.0137
0.5441 0.9823 0.0277
0.5446 0.9754 0.0347
0.5451 0.9781 0.0321
0.5456 0.9789 0.0313
0.5461 0.9850 0.0253
0.5466 0.9846 0.0258
0.5471 0.9794 0.0312
0.5476 0.9866 0.0240
0.5480 0.9942 0.0165
0.5485 1.0010 0.0097
0.5490 1.0020 0.0088
0.5495 0.9984 0.0126
0.5500 1.0000 0.0110
0.5505 0.9985 0.0126
0.5510 0.9990 0.0121
0.5515 1.0047 0.0065
0.5520 1.0021 0.0091
0.5524 0.9890 0.0223
0.5529 0.9905 0.0208
0.5534 0.9977 0.0138
0.5539 1.0040 0.0075
0.5544 1.0104 0.0011
0.5549 0.9954 0.0162
0.5554 0.9799 0.0317
0.5559 0.9842 0.0274
0.5564 0.9852 0.0266
0.5568 0.9954 0.0164
0.5573 1.0168 0.0050
0.5578 1.0071 0.0047
0.5583 0.9882 0.0237
0.5588 0.9984 0.0135
0.5593 1.0108 0.0011
0.5598 1.0089 0.0030
0.5603 1.0061 0.0058
0.5608 1.0081 0.0038
0.5612 1.0010 0.0109
0.5617 0.9920 0.0199
0.5622 0.9955 0.0164
0.5627 0.9964 0.0155
0.5632 0.9970 0.0149
0.5637 0.9986 0.0133
0.5642 1.0020 0.0098
0.5647 1.0027 0.0091
0.5652 1.0007 0.0110
0.5656 1.0054 0.0063
0.5661 1.0136 0.0019
0.5666 1.0205 0.0088
0.5671 1.0176 0.0059
0.5676 1.0057 0.0059
0.5681 1.0039 0.0076
0.5686 1.0079 0.0036
0.5691 1.0045 0.0069
0.5695 1.0124 0.0010
0.5700 1.0144 0.0030
0.5705 1.0105 0.0017
0.5710 1.0246 0.0133
0.5715 1.0342 0.0230
0.5720 1.0266 0.0155
0.5725 1.0082 0.0029
0.5730 0.9989 0.0121
0.5735 1.0009 0.0100
0.5739 0.9957 0.0152
0.5744 0.9937 0.0172
0.5749 1.0038 0.0070
0.5754 1.0160 0.0053
0.5759 1.0150 0.0044
0.5764 1.0128 0.0023
0.5769 1.0140 0.0036
0.5774 1.0062 0.0042
0.5779 1.0074 0.0030
0.5783 1.0168 0.0065
0.5788 1.0206 0.0104
0.5793 1.0227 0.0125
0.5798 1.0212 0.0112
0.5803 1.0161 0.0061
0.5808 1.0210 0.0111
0.5813 1.0289 0.0191
0.5818 1.0212 0.0114
0.5823 1.0119 0.0022
0.5827 1.0150 0.0054
0.5832 1.0137 0.0042
0.5837 1.0047 0.0047
0.5842 0.9996 0.0098
0.5847 1.0044 0.0049
0.5852 1.0079 0.0013
0.5857 1.0132 0.0041
0.5862 1.0244 0.0154
0.5867 1.0275 0.0185
0.5871 1.0181 0.0092
0.5876 0.9977 0.0110
0.5881 1.0032 0.0055
0.5886 1.0111 0.0025
0.5891 1.0227 0.0142
0.5896 1.0529 0.0445
0.5901 1.0559 0.0476
0.5906 1.0345 0.0263
0.5911 1.0137 0.0056
0.5915 1.0138 0.0057
0.5920 1.0195 0.0115
0.5925 1.0156 0.0077
0.5930 1.0105 0.0027
0.5935 1.0225 0.0148
0.5940 1.0304 0.0228
0.5945 1.0194 0.0119
0.5950 1.0200 0.0126
0.5955 1.0312 0.0239
0.5959 1.0377 0.0305
0.5964 1.0367 0.0295
0.5969 1.0334 0.0264
0.5974 1.0288 0.0218
0.5979 1.0311 0.0243
0.5984 1.0411 0.0343
0.5989 1.0347 0.0281
0.5994 1.0327 0.0261
0.5998 1.0350 0.0285
0.6003 1.0306 0.0242
0.6008 1.0340 0.0277
0.6013 1.0308 0.0246
0.6018 1.0285 0.0223
0.6023 1.0383 0.0323
0.6028 1.0454 0.0394
0.6033 1.0390 0.0331
0.6038 1.0320 0.0262
0.6042 1.0305 0.0248
0.6047 1.0222 0.0165
0.6052 1.0279 0.0223
0.6057 1.0445 0.0389
0.6062 1.0422 0.0367
0.6067 1.0336 0.0282
0.6072 1.0258 0.0205
0.6077 1.0287 0.0235
0.6082 1.0399 0.0348
0.6086 1.0455 0.0404
0.6091 1.0486 0.0436
0.6096 1.0468 0.0418
0.6101 1.0493 0.0444
0.6106 1.0592 0.0543
0.6111 1.0546 0.0497
0.6116 1.0414 0.0367
0.6121 1.0422 0.0374
0.6126 1.0444 0.0397
0.6130 1.0426 0.0379
0.6135 1.0497 0.0451
0.6140 1.0585 0.0539
0.6145 1.0540 0.0495
0.6150 1.0469 0.0424
0.6155 1.0481 0.0437
0.6160 1.0509 0.0465
0.6165 1.0585 0.0541
0.6170 1.0709 0.0665
0.6174 1.0706 0.0663
0.6179 1.0598 0.0555
0.6184 1.0552 0.0509
0.6189 1.0584 0.0542
0.6194 1.0601 0.0558
0.6199 1.0586 0.0543
0.6204 1.0530 0.0488
0.6209 1.0478 0.0436
0.6214 1.0536 0.0494
0.6218 1.0544 0.0502
0.6223 1.0515 0.0472
0.6228 1.0568 0.0525
0.6233 1.0613 0.0570
0.6238 1.0574 0.0532
0.6243 1.0553 0.0510
0.6248 1.0650 0.0607
0.6253 1.0733 0.0690
0.6258 1.0753 0.0710
0.6262 1.0664 0.0621
0.6267 1.0588 0.0545
0.6272 1.0627 0.0584
0.6277 1.0646 0.0602
0.6282 1.0710 0.0666
0.6287 1.0768 0.0724
0.6292 1.0666 0.0622
0.6297 1.0614 0.0569
0.6302 1.0691 0.0646
0.6306 1.0680 0.0635
0.6311 1.0640 0.0595
0.6316 1.0775 0.0729
0.6321 1.0951 0.0904
0.6326 1.0851 0.0804
0.6331 1.0658 0.0611
0.6336 1.0698 0.0651
0.6341 1.0838 0.0790
0.6345 1.0892 0.0844
0.6350 1.0822 0.0774
0.6355 1.0819 0.0770
0.6360 1.0964 0.0915
0.6365 1.1002 0.0952
0.6370 1.0842 0.0792
0.6375 1.0674 0.0623
0.6380 1.0663 0.0611
0.6385 1.0736 0.0684
0.6389 1.0745 0.0692
0.6394 1.0662 0.0609
0.6399 1.0669 0.0615
0.6404 1.0767 0.0712
0.6409 1.0830 0.0774
0.6414 1.0855 0.0798
0.6419 1.0778 0.0721
0.6424 1.0734 0.0677
0.6429 1.0786 0.0727
0.6433 1.0777 0.0718
0.6438 1.0775 0.0715
0.6443 1.0825 0.0765
0.6448 1.0844 0.0783
0.6453 1.0839 0.0776
0.6458 1.0891 0.0828
0.6463 1.0951 0.0887
0.6468 1.0947 0.0882
0.6473 1.0918 0.0852
0.6477 1.0898 0.0832
0.6482 1.0866 0.0799
0.6487 1.0810 0.0741
0.6492 1.0902 0.0833
0.6497 1.1050 0.0980
0.6502 1.0961 0.0890
0.6507 1.0777 0.0705
0.6512 1.0776 0.0704
0.6517 1.0893 0.0819
0.6521 1.0907 0.0832
0.6526 1.0813 0.0738
0.6531 1.0796 0.0720
0.6536 1.0778 0.0701
0.6541 1.0681 0.0603
0.6546 1.0779 0.0700
0.6551 1.0924 0.0844
0.6556 1.0833 0.0752
0.6561 1.1155 0.1073
0.6565 1.1255 0.1172
0.6570 1.1102 0.1019
0.6575 1.1169 0.1085
0.6580 1.1023 0.0938
