0.8289 2.5  1.1182   297
0.8533 2.5  1.1151   223
0.8776 2.5  1.0961   134
0.9021 2.5  1.0460    67
0.9265 2.5  1.0731   273
0.9510 2.5  1.1021   187
0.9755 2.5  1.1213    98
1.0001 2.5  1.1564   105
1.0247 2.5  1.1308   158
1.0493 2.5  1.1571   172
1.0740 2.5  1.2106   114
1.0987 2.5  1.2292    81
1.1234 2.5  1.2225   126
1.1482 2.5  1.2618   141
1.1730 2.5  1.2840   141
1.1978 2.5  1.2823   137
1.2227 2.5  1.2960   162
1.2476 2.5  1.3134   243
1.2726 2.5  1.3092   161
1.2976 2.5  1.3301   161
1.3226 2.5  1.3395   203
1.3476 2.5  1.3368   221
1.3727 2.5  1.3285   271
1.3978 2.5  1.3738    99
1.4230 2.5  1.3572   194
1.4482 2.5  1.3698   289
1.4734 2.5  1.3873   113
1.4910 5.0  1.4043    76
1.4987 2.5  1.3933   119
1.5240 2.5  1.4273   198
1.5490 2.5  1.3932   152
1.5520 5.0  1.4017    75
1.5747 2.5  1.3984   146
1.6001 2.5  1.3879   119
1.6150 5.0  1.3940    32
1.6750 5.0  1.3653   100
1.7350 5.0  1.3559    11
1.7950 5.0  1.3338    93
1.8530 5.0  1.2948    91
1.9130 5.0  1.2659    83
1.9700 5.0  1.3057    75
2.0280 5.0  1.3423   101
2.0840 5.0  1.3660   151
2.1400 5.0  1.3691   216
2.1960 5.0  1.3879   191
2.2520 5.0  1.3924   107
2.3060 5.0  1.3783   139
2.3610 5.0  1.4023    92
2.4140 5.0  1.4005   385
2.4660 5.0  1.3413   629
2.5190 5.0  1.3517  1007
2.5700 5.0  1.3371   947
