0.8289 2.5  1.2112    21
0.8533 2.5  1.1796   120
0.8776 2.5  1.1460    27
0.9021 2.5  1.1308    49
0.9265 2.5  1.0882    29
0.9510 2.5  1.0740    51
0.9755 2.5  1.0512   100
1.0001 2.5  1.0702    12
1.0247 2.5  1.0916    31
1.0493 2.5  1.1011    74
1.0740 2.5  1.1282   125
1.0987 2.5  1.1545    56
1.1234 2.5  1.1882    89
1.1482 2.5  1.1960    73
1.1730 2.5  1.2349    73
1.1978 2.5  1.2643   133
1.2227 2.5  1.2773    28
1.2476 2.5  1.2796   317
1.2726 2.5  1.3176   153
1.2976 2.5  1.3320   109
1.3226 2.5  1.3550     8
1.3476 2.5  1.3494   222
1.3727 2.5  1.3723   170
1.3978 2.5  1.3760   196
1.4230 2.5  1.4222   239
1.4482 2.5  1.4928   443
1.4734 2.5  1.4810   197
1.4910 5.0  1.4722    14
1.4987 2.5  1.4753   372
1.5240 2.5  1.5006   303
1.5490 2.5  1.4924   186
1.5520 5.0  1.5301    20
1.5747 2.5  1.5360   122
1.6001 2.5  1.5474   155
1.6150 5.0  1.5283     6
1.6750 5.0  1.5325    93
1.7350 5.0  1.5194    18
1.7950 5.0  1.4983    13
1.8530 5.0  1.5002    37
1.9130 5.0  1.4947     8
1.9700 5.0  1.4599    16
2.0280 5.0  1.4483   118
2.0840 5.0  1.4313   156
2.1400 5.0  1.4573   116
2.1960 5.0  1.4808   179
2.2520 5.0  1.4720    89
2.3060 5.0  1.4819    18
2.3610 5.0  1.4893    67
2.4140 5.0  1.4815    14
2.4660 5.0  1.4889    42
2.5190 5.0  1.4862    38
2.5700 5.0  1.5196   523
