0.8289 2.5  1.1317   340
0.8533 2.5  1.1067   197
0.8776 2.5  1.1277   179
0.9021 2.5  1.0740   219
0.9265 2.5  1.1073   105
0.9510 2.5  1.1072   105
0.9755 2.5  1.1250   205
1.0001 2.5  1.1645   312
1.0247 2.5  1.1873   291
1.0493 2.5  1.2219   203
1.0740 2.5  1.2129   113
1.0987 2.5  1.2127   148
1.1234 2.5  1.2299   119
1.1482 2.5  1.2713   281
1.1730 2.5  1.2482   200
1.1978 2.5  1.2451   220
1.2227 2.5  1.2616   174
1.2476 2.5  1.2701   299
1.2726 2.5  1.2800   107
1.2976 2.5  1.3056   204
1.3226 2.5  1.3183   306
1.3476 2.5  1.3271   377
1.3727 2.5  1.3180   148
1.3978 2.5  1.3066   224
1.4230 2.5  1.3540   103
1.4482 2.5  1.3512   167
1.4734 2.5  1.3286    30
1.4910 5.0  1.3764    58
1.4987 2.5  1.3581   178
1.5240 2.5  1.3539    60
1.5490 2.5  1.3504   218
1.5520 5.0  1.3649     1
1.5747 2.5  1.3988   138
1.6001 2.5  1.3750   196
1.6150 5.0  1.3303    56
1.6750 5.0  1.3270    57
1.7350 5.0  1.3108   155
1.7950 5.0  1.2823    46
1.8530 5.0  1.2442   173
1.9130 5.0  1.2834    50
1.9700 5.0  1.3082   203
2.0280 5.0  1.3590    18
2.0840 5.0  1.3522    50
2.1400 5.0  1.3529   144
2.1960 5.0  1.3863   127
2.2520 5.0  1.3578    79
2.3060 5.0  1.3533   133
2.3610 5.0  1.3996   113
2.4140 5.0  1.3722    13
2.4660 5.0  1.3751   274
2.5190 5.0  1.4628   279
2.5700 5.0  1.3552  1210
