0.8289 2.5  1.0379    73
0.8533 2.5  1.0280   112
0.8776 2.5  1.0087    85
0.9021 2.5  0.9945    71
0.9265 2.5  0.9744    75
0.9510 2.5  0.9739   101
0.9755 2.5  0.9800    40
1.0001 2.5  0.9981    61
1.0247 2.5  1.0110    36
1.0493 2.5  1.0358    71
1.0740 2.5  1.0530    98
1.0987 2.5  1.0657    70
1.1234 2.5  1.0864    55
1.1482 2.5  1.1044    31
1.1730 2.5  1.1261    10
1.1978 2.5  1.1388     9
1.2227 2.5  1.1453    45
1.2476 2.5  1.1481    51
1.2726 2.5  1.1608    62
1.2976 2.5  1.1744    91
1.3226 2.5  1.1837    76
1.3476 2.5  1.1992    76
1.3727 2.5  1.2086     5
1.3978 2.5  1.2203   178
1.4230 2.5  1.2284   370
1.4482 2.5  1.2600   260
1.4734 2.5  1.2670   126
1.4910 5.0  1.2561    77
1.4987 2.5  1.2703     8
1.5240 2.5  1.2607    99
1.5490 2.5  1.2602    65
1.5520 5.0  1.2581    58
1.5747 2.5  1.2610   148
1.6001 2.5  1.2624    84
1.6150 5.0  1.2572    66
1.6750 5.0  1.2368   104
1.7350 5.0  1.2323   133
1.7950 5.0  1.2116    97
1.8530 5.0  1.1943    39
1.9130 5.0  1.1727    52
1.9700 5.0  1.1630   128
2.0280 5.0  1.1656     6
2.0840 5.0  1.1714    18
2.1400 5.0  1.1789    20
2.1960 5.0  1.2014    61
2.2520 5.0  1.2045    30
2.3060 5.0  1.2048    52
2.3610 5.0  1.2011    30
2.4140 5.0  1.1958    64
2.4660 5.0  1.1919    14
2.5190 5.0  1.1878    21
2.5700 5.0  1.1807    85
