0.8289 2.5  1.2059    57
0.8533 2.5  1.1647   179
0.8776 2.5  1.1571   275
0.9021 2.5  1.0819   208
0.9265 2.5  1.1183    39
0.9510 2.5  1.1268    85
0.9755 2.5  1.1378   195
1.0001 2.5  1.1514    90
1.0247 2.5  1.1900   146
1.0493 2.5  1.2023    51
1.0740 2.5  1.2017   138
1.0987 2.5  1.2190    96
1.1234 2.5  1.2534   155
1.1482 2.5 -0.9999 -9999
1.1730 2.5 -0.9999 -9999
1.1978 2.5 -0.9999 -9999
1.2227 2.5  1.2724   116
1.2476 2.5  1.2782   200
1.2726 2.5  1.3040   222
1.2976 2.5  1.3477   358
1.3226 2.5  1.3385   133
1.3476 2.5  1.3704   133
1.3727 2.5 -0.9999 -9999
1.3978 2.5 -0.9999 -9999
1.4230 2.5 -0.9999 -9999
1.4482 2.5  1.4358   294
1.4734 2.5  1.4140   239
1.4910 5.0  1.4337   139
1.4987 2.5  1.4008   293
1.5240 2.5  1.4276   183
1.5490 2.5  1.4082   353
1.5520 5.0  1.4072    52
1.5747 2.5  1.4200   194
1.6001 2.5  1.3966   326
1.6150 5.0  1.3981    90
1.6750 5.0  1.3681     4
1.7350 5.0  1.3559   170
1.7950 5.0  1.3449   155
1.8530 5.0  1.3272    68
1.9130 5.0  1.3177    72
1.9700 5.0  1.3272   110
2.0280 5.0  1.3369   111
2.0840 5.0  1.3202   299
2.1400 5.0  1.3342   203
2.1960 5.0  1.3472   250
2.2520 5.0  1.3710    98
2.3060 5.0  1.3561    32
2.3610 5.0  1.3448   128
2.4140 5.0  1.3782   297
2.4660 5.0  1.4171   410
2.5190 5.0  1.4499   188
2.5700 5.0 -0.9999 -9999
