0.8289 2.5  1.1619   172
0.8533 2.5  1.1628   182
0.8776 2.5  1.1616   246
0.9021 2.5  1.1588    91
0.9265 2.5  1.1724   215
0.9510 2.5  1.1966   200
0.9755 2.5  1.2220   113
1.0001 2.5  1.2651   276
1.0247 2.5  1.2780   242
1.0493 2.5  1.3222   273
1.0740 2.5  1.3194   226
1.0987 2.5  1.3550   109
1.1234 2.5  1.4087   234
1.1482 2.5  1.4339   120
1.1730 2.5  1.4104   218
1.1978 2.5  1.4241   172
1.2227 2.5  1.4368   201
1.2476 2.5  1.4527   219
1.2726 2.5  1.5205   254
1.2976 2.5  1.4974   224
1.3226 2.5  1.5605   232
1.3476 2.5  1.5621   198
1.3727 2.5  1.6132   307
1.3978 2.5  1.6290   288
1.4230 2.5  1.6233   267
1.4482 2.5  1.6212   253
1.4734 2.5  1.6799   200
1.4910 5.0  1.6986   370
1.4987 2.5  1.6717   208
1.5240 2.5  1.6915   218
1.5490 2.5  1.6685   180
1.5520 5.0  1.6569   279
1.5747 2.5  1.6963   217
1.6001 2.5  1.7221   250
1.6150 5.0  1.7145   244
1.6750 5.0  1.7153   241
1.7350 5.0  1.6940   181
1.7950 5.0  1.6471   270
1.8530 5.0  1.6432   259
1.9130 5.0  1.6334   281
1.9700 5.0  1.6415   284
2.0280 5.0  1.6731   205
2.0840 5.0  1.6985   246
2.1400 5.0  1.6726   275
2.1960 5.0  1.7047   256
2.2520 5.0  1.6922   293
2.3060 5.0  1.6986   291
2.3610 5.0  1.6970   172
2.4140 5.0  1.6901   210
2.4660 5.0  1.6793   182
2.5190 5.0  1.6597   161
2.5700 5.0  1.7065   236
