0.8289 2.5  1.0225   692
0.8533 2.5  1.0965   477
0.8776 2.5  1.2796  1265
0.9021 2.5  1.3241  1052
0.9265 2.5  1.0599  2224
0.9510 2.5  1.2168   585
0.9755 2.5  1.1716  1865
1.0001 2.5  1.1258   117
1.0247 2.5  1.1885   809
1.0493 2.5  1.2249   580
1.0740 2.5  1.2780   511
1.0987 2.5  1.2579   225
1.1234 2.5  1.1420   952
1.1482 2.5  1.2187   531
1.1730 2.5  1.2638  1171
1.1978 2.5  1.2021   697
1.2227 2.5  1.3512   405
1.2476 2.5  1.3005   910
1.2726 2.5  1.2776   745
1.2976 2.5  1.4022   605
1.3226 2.5  1.2590   239
1.3476 2.5  1.4053  1189
1.3727 2.5  1.3431  2339
1.3978 2.5  1.3213  4749
1.4230 2.5  1.4987  1581
1.4482 2.5  1.2499  2303
1.4734 2.5  1.4953   238
1.4910 5.0  1.4013   367
1.4987 2.5  1.4268  1059
1.5240 2.5  1.3308   909
1.5490 2.5  1.4079    76
1.5520 5.0  1.4322   585
1.5747 2.5  1.4105   349
1.6001 2.5  1.4398   304
1.6150 5.0  1.4069   222
1.6750 5.0  1.4296   426
1.7350 5.0  1.4776   548
1.7950 5.0  1.3941   319
1.8530 5.0  1.3930  1392
1.9130 5.0  1.4492    21
1.9700 5.0  1.5261   322
2.0280 5.0  1.5488   938
2.0840 5.0  1.5648   110
2.1400 5.0  1.5171   352
2.1960 5.0  1.5851   824
2.2520 5.0  1.6207   205
2.3060 5.0  1.6333  1028
2.3610 5.0  1.5105   128
2.4140 5.0  1.4540   261
2.4660 5.0  1.6325  2417
2.5190 5.0  2.2448  5168
2.5700 5.0  2.3708  8395
