0.8289 2.5  1.2092   369
0.8533 2.5  1.0864   338
0.8776 2.5  1.0183   298
0.9021 2.5  1.0178   292
0.9265 2.5  1.0799   140
0.9510 2.5  1.0125   221
0.9755 2.5  1.1040   289
1.0001 2.5  1.0685    39
1.0247 2.5  1.0911    64
1.0493 2.5  1.1645   362
1.0740 2.5  1.1433   353
1.0987 2.5  1.2012    58
1.1234 2.5  1.2110   211
1.1482 2.5  1.2253   328
1.1730 2.5  1.2489   161
1.1978 2.5  1.2650   353
1.2227 2.5  1.2779    21
1.2476 2.5  1.3133    16
1.2726 2.5  1.2410   307
1.2976 2.5  1.3252   262
1.3226 2.5  1.3165   573
1.3476 2.5  1.4034    15
1.3727 2.5  1.3150   327
1.3978 2.5  1.3606   861
1.4230 2.5  1.4174   467
1.4482 2.5  1.3970   372
1.4734 2.5  1.5228     3
1.4910 5.0  1.5143    54
1.4987 2.5  1.5103    10
1.5240 2.5  1.5085   139
1.5490 2.5  1.5383   340
1.5520 5.0  1.5022    25
1.5747 2.5  1.4900   127
1.6001 2.5  1.4970   339
1.6150 5.0  1.4938    77
1.6750 5.0  1.4738   133
1.7350 5.0  1.4519   193
1.7950 5.0  1.3950    50
1.8530 5.0  1.3637    10
1.9130 5.0  1.3384   113
1.9700 5.0  1.3710   104
2.0280 5.0  1.4047   184
2.0840 5.0  1.4261     8
2.1400 5.0  1.4274   243
2.1960 5.0  1.4581   231
2.2520 5.0  1.4681   160
2.3060 5.0  1.4158   112
2.3610 5.0  1.4998   455
2.4140 5.0  1.4556   720
2.4660 5.0  1.4835    76
2.5190 5.0  1.4193  1334
2.5700 5.0  1.3181  1781
