 0.7900	 1.0092	 0.1393
 0.7950	 1.0694	 0.1355
 0.8000	 0.8768	 0.1240
 0.8050	 0.9663	 0.1276
 0.8100	 1.0425	 0.1174
 0.8150	 0.9458	 0.1025
 0.8200	 0.9662	 0.0898
 0.8250	 0.9951	 0.0862
 0.8300	 0.9802	 0.0843
 0.8350	 0.9487	 0.0951
 0.8400	 0.9145	 0.0875
 0.8450	 0.9410	 0.0873
 0.8500	 1.0382	 0.0907
 0.8550	 0.9738	 0.1024
 0.8600	 0.9886	 0.1017
 0.8650	 1.0742	 0.1115
 0.8700	 1.0511	 0.0941
 0.8750	 1.0035	 0.0997
 0.8800	 0.9661	 0.1070
 0.8850	 0.9840	 0.0913
 0.8900	 1.0183	 0.0887
 0.8950	 0.9988	 0.0767
 0.9000	 0.9539	 0.0843
 0.9050	 0.9842	 0.0829
 0.9100	 1.0451	 0.0789
 0.9150	 1.0778	 0.0831
 0.9200	 0.9723	 0.0780
 0.9250	 0.8783	 0.0778
 0.9300	 0.9196	 0.0680
 0.9350	 0.9612	 0.0779
 0.9400	 0.9826	 0.0792
 0.9450	 1.0591	 0.0811
 0.9500	 1.0742	 0.0780
 0.9550	 0.9648	 0.0751
 0.9600	 0.9695	 0.0676
 0.9650	 1.0174	 0.0792
 0.9700	 1.0015	 0.0781
 0.9750	 0.9474	 0.0742
 0.9800	 1.0044	 0.0750
 0.9850	 0.9323	 0.0784
 0.9900	 0.9110	 0.0684
 0.9950	 0.9145	 0.0662
 1.0000	 0.9244	 0.0656
 1.0050	 0.9144	 0.0683
 1.0100	 0.9842	 0.0648
 1.0150	 1.0302	 0.0720
 1.0200	 0.9618	 0.0710
 1.0250	 0.9856	 0.0590
 1.0300	 1.0086	 0.0650
 1.0350	 1.0310	 0.0617
 1.0400	 0.9685	 0.0662
 1.0450	 0.9473	 0.0688
 1.0500	 0.9946	 0.0678
 1.0550	 0.9793	 0.0678
 1.0600	 0.9186	 0.0612
 1.0650	 0.9133	 0.0630
 1.0700	 0.9250	 0.0613
 1.0750	 0.8860	 0.0745
 1.0800	 0.9886	 0.0790
 1.0850	 1.0155	 0.0665
 1.0900	 1.0051	 0.0713
 1.0950	 0.9939	 0.0659
 1.1000	 0.9339	 0.0615
 1.1050	 1.0191	 0.0727
 1.1100	 0.9854	 0.0634
 1.1150	 0.9844	 0.0700
 1.1200	 1.0166	 0.0687
 1.1250	 1.0158	 0.0788
 1.1300	 1.0528	 0.0782
 1.1350	 1.0253	 0.0740
 1.1400	 1.0169	 0.0815
 1.1450	 1.0781	 0.0895
 1.1500	 1.0058	 0.0754
 1.1550	 0.9536	 0.0836
 1.1600	 0.9610	 0.0791
 1.1650	 0.9176	 0.0689
 1.1700	 0.9540	 0.0747
 1.1750	 1.0391	 0.0872
 1.1800	 1.0498	 0.0700
 1.1850	 1.0246	 0.0705
 1.1900	 1.0218	 0.0801
 1.1950	 1.0102	 0.0681
 1.2000	 1.0105	 0.0721
 1.2050	 0.9831	 0.0789
 1.2100	 0.9395	 0.0784
 1.2150	 0.9547	 0.0770
 1.2200	 0.9056	 0.0669
 1.2300	 1.0181	 0.0857
 1.2350	 1.0894	 0.0818
 1.2400	 1.0736	 0.0836
 1.2450	 1.0470	 0.0739
 1.2500	 0.9811	 0.0714
 1.2550	 0.9390	 0.0801
 1.2600	 1.0146	 0.0909
 1.2650	 1.0826	 0.0763
 1.2700	 1.0942	 0.0827
 1.2750	 1.0722	 0.0827
 1.2800	 0.9493	 0.0660
 1.2900	 1.0330	 0.0734
 1.2950	 1.0147	 0.0794
 1.3000	 1.0394	 0.0780
 1.3050	 1.1391	 0.0834
 1.3150	 1.0145	 0.0643
 1.3200	 1.0143	 0.0775
 1.3250	 1.0335	 0.0957
 1.3300	 1.0037	 0.0806
 1.3350	 1.0222	 0.0757
 1.3400	 1.0551	 0.0765
 1.3450	 1.0332	 0.0972
 1.3500	 1.0406	 0.0961
 1.3550	 0.9628	 0.1053
 1.3600	 0.9329	 0.1046
 1.3650	 0.9652	 0.1099
 1.3700	 1.0010	 0.1091
 1.3750	 1.0402	 0.1207
 1.3800	 1.0000	 0.1182
 1.3850	 1.0971	 0.1181
 1.3900	 1.1317	 0.1049
 1.3950	 1.2724	 0.0993
 1.4000	 1.2061	 0.1144
