 0.57020  1.046 -9.999
 0.57129  1.080 -9.999
 0.57239  1.028 -9.999
 0.57348  1.017 -9.999
 0.57457  1.003 -9.999
 0.57566  1.002 -9.999
 0.57675  1.023 -9.999
 0.57784  0.998 -9.999
 0.57893  0.970 -9.999
 0.58002  0.950 -9.999
 0.58111  0.942 -9.999
 0.58220  0.947 -9.999
 0.58329  0.960 -9.999
 0.58438  0.960 -9.999
 0.58547  0.959 -9.999
 0.58656  0.995 -9.999
 0.58766  1.037 -9.999
 0.58875  0.994 -9.999
 0.58984  0.946 -9.999
 0.59093  0.960 -9.999
 0.59202  0.940 -9.999
 0.59311  0.951 -9.999
 0.59420  0.945 -9.999
 0.59529  0.934 -9.999
 0.59638  0.950 -9.999
 0.59747  0.964 -9.999
 0.59856  0.941 -9.999
 0.59965  0.976 -9.999
 0.60074  0.944 -9.999
 0.60183  0.930 -9.999
 0.60293  0.930 -9.999
 0.60402  0.944 -9.999
 0.60511  0.947 -9.999
 0.60620  0.933 -9.999
 0.60729  0.948 -9.999
 0.60838  0.957 -9.999
 0.60947  0.965 -9.999
 0.61056  0.947 -9.999
 0.61165  0.947 -9.999
 0.61274  0.958 -9.999
 0.61383  0.941 -9.999
 0.61492  0.955 -9.999
 0.61601  0.958 -9.999
 0.61711  0.939 -9.999
 0.61820  0.950 -9.999
 0.61929  0.956 -9.999
 0.62038  0.957 -9.999
 0.62147  0.971 -9.999
 0.62256  0.968 -9.999
 0.62365  0.976 -9.999
 0.62474  0.996 -9.999
 0.62583  0.961 -9.999
 0.62692  0.962 -9.999
 0.62801  0.970 -9.999
 0.62910  0.957 -9.999
 0.63019  0.980 -9.999
 0.63128  0.963 -9.999
 0.63238  0.949 -9.999
 0.63347  0.959 -9.999
 0.63456  0.975 -9.999
 0.63565  0.980 -9.999
 0.63674  0.950 -9.999
 0.63783  0.949 -9.999
 0.63892  0.954 -9.999
 0.64001  0.965 -9.999
 0.64110  0.970 -9.999
 0.64219  0.950 -9.999
 0.64328  0.972 -9.999
 0.64437  0.992 -9.999
 0.64546  0.980 -9.999
 0.64655  0.991 -9.999
 0.64765  1.002 -9.999
 0.64874  1.033 -9.999
 0.64983  1.005 -9.999
 0.65092  0.996 -9.999
 0.65201  0.995 -9.999
 0.65310  0.984 -9.999
 0.65419  0.980 -9.999
 0.65528  0.973 -9.999
 0.65637  0.937 -9.999
 0.65746  0.945 -9.999
 0.65855  0.962 -9.999
 0.65964  1.007 -9.999
 0.66073  1.011 -9.999
 0.66182  1.007 -9.999
 0.66292  1.023 -9.999
 0.66401  1.010 -9.999
 0.66510  1.002 -9.999
 0.66619  1.003 -9.999
 0.66728  1.006 -9.999
 0.66837  0.990 -9.999
 0.66946  0.985 -9.999
 0.67055  0.990 -9.999
 0.67164  0.974 -9.999
 0.67273  0.969 -9.999
 0.67382  0.981 -9.999
 0.67491  0.980 -9.999
 0.67600  0.981 -9.999
 0.67709  0.991 -9.999
 0.67819  0.992 -9.999
 0.67928  0.988 -9.999
 0.68037  1.003 -9.999
 0.68146  0.983 -9.999
 0.68255  0.988 -9.999
 0.68364  1.000 -9.999
 0.68473  0.992 -9.999
 0.68582  1.015 -9.999
 0.68691  1.006 -9.999
 0.68800  0.972 -9.999
 0.68909  0.954 -9.999
 0.69018  0.974 -9.999
 0.69127  0.976 -9.999
 0.69236  1.005 -9.999
 0.69346  1.001 -9.999
 0.69455  0.991 -9.999
 0.69564  0.993 -9.999
 0.69673  1.017 -9.999
 0.69782  1.028 -9.999
 0.69891  1.015 -9.999
 0.70000  1.019 -9.999
 0.70109  1.000 -9.999
 0.70218  1.006 -9.999
 0.70327  0.983 -9.999
 0.70436  0.979 -9.999
 0.70545  0.988 -9.999
 0.70654  0.991 -9.999
 0.70764  0.972 -9.999
 0.70873  0.989 -9.999
 0.70982  0.984 -9.999
 0.71091  0.989 -9.999
 0.71200  1.004 -9.999
 0.71309  1.012 -9.999
 0.71418  0.986 -9.999
 0.71527  0.987 -9.999
 0.71636  0.981 -9.999
 0.71745  0.985 -9.999
 0.71854  0.981 -9.999
 0.71963  0.985 -9.999
 0.72072  0.966 -9.999
 0.72181  0.945 -9.999
 0.72291  0.938 -9.999
 0.72400  0.940 -9.999
 0.72509  0.945 -9.999
 0.72618  0.950 -9.999
 0.72727  0.975 -9.999
 0.72836  0.963 -9.999
 0.72945  0.967 -9.999
 0.73054  0.956 -9.999
 0.73163  0.953 -9.999
 0.73272  0.957 -9.999
 0.73381  0.929 -9.999
 0.73490  0.948 -9.999
 0.73599  0.971 -9.999
 0.73708  0.954 -9.999
 0.73818  0.948 -9.999
 0.73927  0.941 -9.999
 0.74036  0.945 -9.999
 0.74145  0.950 -9.999
 0.74254  0.966 -9.999
 0.74363  0.963 -9.999
 0.74472  0.965 -9.999
 0.74581  0.946 -9.999
 0.74690  0.951 -9.999
 0.74799  0.961 -9.999
 0.74908  0.974 -9.999
 0.75017  0.974 -9.999
 0.75126  0.973 -9.999
 0.75235  0.969 -9.999
 0.75345  0.951 -9.999
 0.75454  0.953 -9.999
 0.75563  0.946 -9.999
 0.75672  0.963 -9.999
 0.75781  0.974 -9.999
 0.75890  0.998 -9.999
 0.75999  0.986 -9.999
 0.76108  1.055 -9.999
 0.76217  0.926 -9.999
 0.76326  0.902 -9.999
 0.76435  0.912 -9.999
 0.76544  0.935 -9.999
 0.76653  0.949 -9.999
 0.76762  0.937 -9.999
 0.76872  0.921 -9.999
 0.76981  0.941 -9.999
 0.77090  0.959 -9.999
 0.77199  0.973 -9.999
 0.77308  0.976 -9.999
 0.77417  0.964 -9.999
 0.77526  0.947 -9.999
 0.77635  0.963 -9.999
 0.77744  0.927 -9.999
 0.77853  0.937 -9.999
 0.77962  0.924 -9.999
 0.78071  0.918 -9.999
 0.78180  0.946 -9.999
 0.78289  0.932 -9.999
 0.78399  0.918 -9.999
 0.78508  0.926 -9.999
 0.78617  0.919 -9.999
 0.78726  0.915 -9.999
 0.78835  0.933 -9.999
 0.78944  0.948 -9.999
 0.79053  0.950 -9.999
 0.79162  0.951 -9.999
 0.79271  0.978 -9.999
 0.79380  0.946 -9.999
 0.79489  0.948 -9.999
 0.79598  0.941 -9.999
 0.79707  0.929 -9.999
 0.79817  0.928 -9.999
 0.79926  0.928 -9.999
 0.80035  0.913 -9.999
 0.80144  0.920 -9.999
 0.80253  0.909 -9.999
 0.80362  0.894 -9.999
 0.80471  0.889 -9.999
 0.80580  0.892 -9.999
 0.80689  0.899 -9.999
 0.80798  0.899 -9.999
 0.80907  0.911 -9.999
 0.81016  0.926 -9.999
 0.81125  0.931 -9.999
 0.81234  0.913 -9.999
 0.81344  0.906 -9.999
 0.81453  0.942 -9.999
 0.81562  0.907 -9.999
 0.81671  0.901 -9.999
 0.81780  0.888 -9.999
 0.81889  0.908 -9.999
 0.81998  0.907 -9.999
 0.82107  0.876 -9.999
 0.82216  0.882 -9.999
 0.82325  0.873 -9.999
 0.82434  0.874 -9.999
 0.82543  0.876 -9.999
 0.82652  0.870 -9.999
 0.82761  0.873 -9.999
 0.82871  0.881 -9.999
 0.82980  0.879 -9.999
 0.83089  0.868 -9.999
 0.83198  0.902 -9.999
 0.83307  0.881 -9.999
 0.83416  0.897 -9.999
 0.83525  0.888 -9.999
 0.83634  0.892 -9.999
 0.83743  0.870 -9.999
 0.83852  0.885 -9.999
 0.83961  0.882 -9.999
 0.84070  0.887 -9.999
 0.84179  0.866 -9.999
 0.84288  0.868 -9.999
 0.84398  0.855 -9.999
 0.84507  0.868 -9.999
 0.84616  0.866 -9.999
 0.84725  0.856 -9.999
 0.84834  0.853 -9.999
 0.84943  0.869 -9.999
 0.85052  0.870 -9.999
 0.85161  0.883 -9.999
 0.85270  0.849 -9.999
 0.85379  0.870 -9.999
 0.85488  0.878 -9.999
 0.85597  0.876 -9.999
 0.85706  0.879 -9.999
 0.85815  0.855 -9.999
 0.85925  0.841 -9.999
 0.86034  0.840 -9.999
 0.86143  0.845 -9.999
 0.86252  0.839 -9.999
 0.86361  0.832 -9.999
 0.86470  0.850 -9.999
 0.86579  0.843 -9.999
 0.86688  0.838 -9.999
 0.86797  0.859 -9.999
 0.86906  0.875 -9.999
 0.87015  0.826 -9.999
 0.87124  0.837 -9.999
 0.87233  0.837 -9.999
 0.87342  0.834 -9.999
 0.87452  0.828 -9.999
 0.87561  0.830 -9.999
 0.87670  0.837 -9.999
 0.87779  0.834 -9.999
 0.87888  0.805 -9.999
 0.87997  0.822 -9.999
 0.88106  0.816 -9.999
 0.88215  0.848 -9.999
 0.88324  0.822 -9.999
 0.88433  0.833 -9.999
 0.88542  0.822 -9.999
 0.88651  0.815 -9.999
 0.88760  0.805 -9.999
 0.88870  0.825 -9.999
 0.88979  0.830 -9.999
 0.89088  0.822 -9.999
 0.89197  0.798 -9.999
 0.89306  0.821 -9.999
 0.89415  0.827 -9.999
 0.89524  0.811 -9.999
 0.89633  0.824 -9.999
 0.89742  0.827 -9.999
 0.89851  0.837 -9.999
 0.89960  0.844 -9.999
 0.90069  0.825 -9.999
 0.90178  0.846 -9.999
 0.90287  0.842 -9.999
 0.90397  0.794 -9.999
 0.90506  0.794 -9.999
 0.90615  0.796 -9.999
 0.90724  0.766 -9.999
 0.90833  0.779 -9.999
 0.90942  0.792 -9.999
 0.91051  0.779 -9.999
 0.91160  0.796 -9.999
 0.91269  0.807 -9.999
 0.91378  0.780 -9.999
 0.91487  0.826 -9.999
 0.91596  0.820 -9.999
 0.91705  0.806 -9.999
 0.91814  0.791 -9.999
 0.91924  0.823 -9.999
 0.92033  0.846 -9.999
 0.92142  0.859 -9.999
 0.92251  0.834 -9.999
 0.92360  0.823 -9.999
 0.92469  0.820 -9.999
 0.92578  0.833 -9.999
 0.92687  0.837 -9.999
 0.92796  0.832 -9.999
 0.92905  0.807 -9.999
 0.93014  0.817 -9.999
 0.93123  0.833 -9.999
 0.93232  0.830 -9.999
 0.93341  0.846 -9.999
 0.93451  0.851 -9.999
 0.93560  0.784 -9.999
 0.93669  0.783 -9.999
 0.93778  0.789 -9.999
 0.93887  0.842 -9.999
 0.93996  0.792 -9.999
 0.94105  0.801 -9.999
 0.94214  0.774 -9.999
 0.94323  0.787 -9.999
 0.94432  0.814 -9.999
 0.94541  0.825 -9.999
 0.94650  0.825 -9.999
 0.94759  0.816 -9.999
 0.94868  0.876 -9.999
 0.94978  0.851 -9.999
 0.95087  0.866 -9.999
 0.95196  0.836 -9.999
 0.95305  0.885 -9.999
 0.95414  0.828 -9.999
 0.95523  0.846 -9.999
 0.95632  0.877 -9.999
 0.95741  0.845 -9.999
 0.95850  0.848 -9.999
 0.95959  0.872 -9.999
 0.96068  0.899 -9.999
 0.96177  0.816 -9.999
 0.96286  0.866 -9.999
 0.96395  0.860 -9.999
 0.96505  0.880 -9.999
 0.96614  0.878 -9.999
 0.96723  0.876 -9.999
 0.96832  0.894 -9.999
 0.96941  0.860 -9.999
 0.97050  0.866 -9.999
 0.97159  0.889 -9.999
 0.97268  0.886 -9.999
 0.97377  0.871 -9.999
 0.97486  0.861 -9.999
 0.97595  0.864 -9.999
 0.97704  0.871 -9.999
 0.97813  0.869 -9.999
 0.97923  0.900 -9.999
 0.98032  0.862 -9.999
 0.98141  0.848 -9.999
 0.98250  0.880 -9.999
 0.98359  0.865 -9.999
 0.98468  0.890 -9.999
 0.98577  0.873 -9.999
 0.98686  0.910 -9.999
 0.98795  0.893 -9.999
 0.98904  0.885 -9.999
 0.99013  0.878 -9.999
 0.99122  0.882 -9.999
 0.99231  0.854 -9.999
 0.99340  0.883 -9.999
 0.99450  0.903 -9.999
 0.99559  0.880 -9.999
 0.99668  0.951 -9.999
 0.99777  0.939 -9.999
 0.99886  0.945 -9.999
 0.99995  0.993 -9.999
