 0.56026  1.022 -9.999
 0.56136  1.052 -9.999
 0.56246  1.036 -9.999
 0.56356  1.006 -9.999
 0.56466  1.032 -9.999
 0.56576  1.022 -9.999
 0.56686  1.053 -9.999
 0.56796  1.017 -9.999
 0.56907  1.038 -9.999
 0.57017  1.062 -9.999
 0.57127  1.029 -9.999
 0.57237  1.029 -9.999
 0.57347  1.037 -9.999
 0.57457  1.053 -9.999
 0.57567  1.041 -9.999
 0.57677  1.034 -9.999
 0.57787  1.047 -9.999
 0.57897  1.031 -9.999
 0.58007  1.048 -9.999
 0.58117  1.077 -9.999
 0.58227  1.051 -9.999
 0.58337  1.053 -9.999
 0.58447  1.049 -9.999
 0.58557  1.059 -9.999
 0.58667  1.051 -9.999
 0.58777  1.043 -9.999
 0.58887  1.075 -9.999
 0.58997  1.025 -9.999
 0.59107  1.049 -9.999
 0.59217  1.050 -9.999
 0.59327  1.058 -9.999
 0.59437  1.054 -9.999
 0.59547  1.047 -9.999
 0.59657  1.065 -9.999
 0.59767  1.040 -9.999
 0.59877  1.042 -9.999
 0.59987  1.034 -9.999
 0.60097  1.052 -9.999
 0.60207  1.027 -9.999
 0.60317  1.052 -9.999
 0.60427  1.051 -9.999
 0.60537  1.051 -9.999
 0.60648  1.026 -9.999
 0.60758  1.044 -9.999
 0.60868  1.046 -9.999
 0.60978  1.043 -9.999
 0.61088  1.026 -9.999
 0.61198  1.030 -9.999
 0.61308  1.040 -9.999
 0.61418  1.030 -9.999
 0.61528  1.058 -9.999
 0.61638  1.031 -9.999
 0.61748  1.033 -9.999
 0.61858  1.039 -9.999
 0.61968  1.042 -9.999
 0.62078  1.026 -9.999
 0.62188  1.031 -9.999
 0.62298  1.026 -9.999
 0.62408  1.024 -9.999
 0.62518  1.039 -9.999
 0.62628  1.028 -9.999
 0.62738  1.024 -9.999
 0.62848  1.012 -9.999
 0.62958  1.031 -9.999
 0.63068  1.033 -9.999
 0.63178  1.026 -9.999
 0.63288  1.027 -9.999
 0.63398  1.023 -9.999
 0.63508  1.028 -9.999
 0.63618  1.031 -9.999
 0.63728  1.025 -9.999
 0.63838  1.022 -9.999
 0.63948  1.012 -9.999
 0.64058  1.016 -9.999
 0.64168  1.014 -9.999
 0.64278  1.025 -9.999
 0.64389  1.031 -9.999
 0.64499  1.015 -9.999
 0.64609  1.022 -9.999
 0.64719  1.025 -9.999
 0.64829  1.017 -9.999
 0.64939  1.019 -9.999
 0.65049  1.005 -9.999
 0.65159  1.026 -9.999
 0.65269  1.034 -9.999
 0.65379  1.019 -9.999
 0.65489  1.009 -9.999
 0.65599  1.021 -9.999
 0.65709  1.024 -9.999
 0.65819  1.020 -9.999
 0.65929  1.015 -9.999
 0.66039  1.006 -9.999
 0.66149  1.002 -9.999
 0.66259  1.007 -9.999
 0.66369  1.016 -9.999
 0.66479  1.002 -9.999
 0.66589  1.005 -9.999
