3130,Ch,0.04,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/003130_vis.tab
3146,X,3.3,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/003146_vis.tab
3185,C,1.47,0.12,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/003185_vis.tab
3202,D,13.63,0.56,-1,-1,-1,-1,-1,-1,spectra/hilda/003202_vis.tab
3298,Ch,0.47,0.18,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/003298_vis.tab
3330,T,-999999,-999999,-999999,-999999,-999999,-999999,0.511,0.001,spectra/outer/lixiaohua/003330_vis_b.tab
3330,T,4.57,0.7,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/003330_vis_r.tab
3485,Cb,-0.1,0.09,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/003485_vis.tab
3556,T,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/003556_vis_b.tab
3556,T,6.11,0.65,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/003556_vis_r.tab
3577,D,9.33,0.53,-1,-1,-1,-1,-1,-1,spectra/hilda/003577_vis.tab
3626,B,-1.47,0.03,-1,-1,-1,-1,0.5212,0.003,spectra/outer/hygiea/003626_vis.tab
3843,X,5.04,1.25,-1,-1,-1,-1,-1,-1,spectra/hilda/003843_vis.tab
4173,Ch,0.01,0.21,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/004173_vis.tab
4648,Cb,1.07,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/004648_vis.tab
5116,Cgh,2.93,0.02,-1,-1,-1,-1,0.5297,0.0012,spectra/outer/hygiea/005116_vis.tab
5158,B,-1.05,0.1,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/005158_vis.tab
5327,Ch,0.05,0.9,2.39,0.04,0.6995,0.0015,-999999,-999999,spectra/inner/klio/005327_vis.tab
5333,Ch,-0.06,0.9,2.23,0.04,0.714,0.001,-999999,-999999,spectra/inner/chaldaea/005333_vis.tab
5429,B,-3.85,0.06,-1,-1,-1,-1,-1,-1,spectra/outer/themis/005429_vis.tab
5594,Ch,1.38,0.05,-1,-1,-1,-1,0.5558,0.002,spectra/outer/veritas/005594_vis.tab
5771,X,-999999,-999999,-999999,-999999,-999999,-999999,0.5072,0.0009,spectra/outer/lixiaohua/005771_vis_b.tab
5771,X,2.77,0.71,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/005771_vis_r.tab
5794,B,-6.22,0.07,-1,-1,-1,-1,-1,-1,spectra/outer/hygiea/005794_vis.tab
5900,T,6.64,0.85,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/005900_vis_r.tab
6039,D,9.69,0.54,-1,-1,-1,-1,-1,-1,spectra/cybele/006039_vis.tab
6142,B,-1.26,0.36,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006142_vis.tab
6343,C,2.36,0.04,-1,-1,-1,-1,0.5258,0.0013,spectra/outer/veritas/006343_vis.tab
6374,Ch,0.79,0.03,2.99,0.117,0.7023,0.0044,0.5201,0.0018,spectra/outer/veritas/006374_vis.tab
6415,B,-1.05,0.02,-1,-1,-1,-1,0.5125,0.0021,spectra/outer/hygiea/006415_vis.tab
6578,Cgh,2.68,0.26,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006578_vis.tab
6661,B,-1.3,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006661_vis.tab
6698,C,0.12,0.19,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006698_1_vis.tab
6698,C,0.47,0.16,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006698_2_vis.tab
6769,Cgh,2.01,0.58,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006769_vis.tab
6806,X,3.5,0.8,1.52,0.02,0.7202,0.0005,-999999,-999999,spectra/inner/sulamitis/006806_vis.tab
6815,O,-2.74,0.23,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006815_vis.tab
6840,Cb,0.31,0.2,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/006840_vis.tab
6857,Cb,1.57,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/006857_vis.tab
7030,A,-999999,-999999,-1,-1,-1,-1,-999999,-999999,spectra/inner/chaldaea/007030_vis.tab
7078,Cb,0.48,0.16,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/007078_vis.tab
7231,C,2.26,0.04,3.35,0.13,0.7086,0.0032,0.5222,0.0017,spectra/outer/veritas/007231_vis.tab
7274,Cgh,0.96,0.9,2.55,0.02,0.7138,0.0008,-999999,-999999,spectra/inner/klio/007274_vis.tab
7394,D,7.67,0.45,-1,-1,-1,-1,-1,-1,spectra/hilda/007394_vis.tab
8032,Xc,3.36,0.9,3.91,0.16,0.681,0.005,-999999,-999999,spectra/inner/klio/008032_vis.tab
8091,X,4.22,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/008091_vis.tab
8106,Cb,1.05,0.9,1.67,0.03,0.7117,0.0008,-999999,-999999,spectra/inner/chaldaea/008106_vis.tab
9052,Cb,0.39,0.16,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/009052_vis.tab
9476,Cgh,0.7,0.8,3.94,0.1,0.736,0.001,-999999,-999999,spectra/inner/sulamitis/009476_vis.tab
9792,B,-2.31,0.9,2.84,0.04,0.7112,0.0008,-999999,-999999,spectra/inner/klio/009792_vis.tab
9860,B,-1.46,0.03,3.32,0.12,0.7028,0.0028,0.503,0.0012,spectra/outer/veritas/009860_vis.tab
10866,Ch,0.24,0.26,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/010866_vis.tab
10979,Xk,1.4,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/010979_vis.tab
10992,Cgh,0.95,0.63,1.8,0.14,0.7074,0.0037,-999999,-999999,spectra/inner/erigone/010992_vis.tab
11214,Cgh,0.87,0.9,2.52,0.07,0.7176,0.0012,-999999,-999999,spectra/inner/klio/011214_vis.tab
11856,X,4.94,0.71,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/011856_vis.tab
12051,Cb,1.25,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/012051_vis.tab
12072,Cgh,1.4,0.8,2.87,0.1,0.7335,0.0024,-999999,-999999,spectra/inner/sulamitis/012072_vis.tab
12421,Cgh,0.8,0.8,1.33,0.03,0.7292,0.0009,-999999,-999999,spectra/inner/sulamitis/012421_vis.tab
13509,X,2.2,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/013509_vis.tab
13537,Ch,0.3,0.04,1.74,0.15,0.7159,0.0049,0.5284,0.0019,spectra/outer/veritas/013537_vis.tab
14264,Ch,1.58,0.03,2.78,0.1,0.7056,0.0023,0.5277,0.0007,spectra/outer/veritas/014264_vis.tab
14530,Cb,0.72,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/014530_vis.tab
14849,Cgh,3.74,0.79,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/014849_vis.tab
15134,B,-1.69,0.05,-1,-1,-1,-1,-1,-1,spectra/outer/hygiea/015134_vis.tab
15202,Cgh,0.69,0.9,2.38,0.06,0.7,0.003,-999999,-999999,spectra/inner/klio/015202_vis.tab
15561,Cb,1.38,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/015561_vis.tab
15794,Cb,1.68,0.33,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/015794_vis.tab
16090,Cgh,1.5,0.8,2.18,0.08,0.7079,0.0009,-999999,-999999,spectra/inner/sulamitis/016090_vis.tab
17230,C,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/017230_vis_b.tab
17230,C,2.58,0.61,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/017230_vis_r.tab
17233,Cb,0.69,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/017233_vis.tab
18075,X,3.2,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/018075_vis.tab
18483,Ch,1.86,0.9,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/018483_vis_r.tab
19415,C,-0.56,0.66,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/019415_vis.tab
20432,Cb,0.57,0.9,0.97,0.03,0.671,0.002,-999999,-999999,spectra/inner/klio/020432_vis.tab
20843,C,0.18,0.04,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/020843_vis.tab
20992,Xk,-0.17,0.64,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/020992_vis.tab
21176,B,-1.38,0.04,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/021176_vis.tab
23270,Ch,-0.86,0.07,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/023270_vis.tab
23397,Ch,1.95,0.65,4.43,0.22,0.6957,0.0078,-999999,-999999,spectra/inner/erigone/023397_vis.tab
23916,Ch,0.3,0.02,3.15,0.1,0.7119,0.0021,0.5143,0.0007,spectra/outer/hygiea/023916_vis.tab
24048,Cg,-0.9,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/chimaera/024048_vis.tab
24322,X,3.8,0.8,1.95,0.07,0.7008,0.0014,-999999,-999999,spectra/inner/sulamitis/024322_vis.tab
24358,Cb,1.12,0.02,2.36,0.1,0.7058,0.0034,0.5013,0.0022,spectra/outer/hygiea/024358_vis.tab
24638,Ch,0.14,0.03,4.04,0.1,0.6992,0.0021,0.5228,0.0011,spectra/outer/veritas/024638_vis.tab
24650,C,0.05,0.03,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/024650_vis.tab
24726,X,2.8,0.8,1.98,0.02,0.7012,0.0006,-999999,-999999,spectra/inner/sulamitis/024726_vis.tab
24907,X,3.5,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/024907_vis.tab
24956,B,-1.48,0.03,-1,-1,-1,-1,0.4967,0.002,spectra/outer/hygiea/024956_vis.tab
25036,X,3.2,0.8,1.76,0.07,0.7,0.0011,-999999,-999999,spectra/inner/sulamitis/025036_vis.tab
25381,X,2.16,0.63,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/025381_vis.tab
25490,Cgh,1.87,0.23,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/025490_vis.tab
25829,Ch,0.3,0.03,-1,-1,-1,-1,0.5175,0.0021,spectra/outer/hygiea/025829_vis.tab
25932,D,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/025932_vis_b.tab
25932,D,11,0.85,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/025932_vis_r.tab
26121,Cgh,1.2,0.9,3.17,0.05,0.7299,0.0012,-999999,-999999,spectra/inner/chaldaea/026121_vis.tab
26394,T,6,0.8,2.73,0.05,0.7079,0.0011,-999999,-999999,spectra/inner/sulamitis/026394_vis.tab
26516,L,6.79,1.29,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/026516_vis_r.tab
26719,Xc,4.15,0.03,-1,-1,-1,-1,-1,-1,spectra/outer/hygiea/026719_vis.tab
26807,T,5.6,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/026807_vis.tab
27354,C,0.65,0.03,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/027354_vis.tab
27506,Cgh,1.7,0.8,3.29,0.04,0.7201,0.0004,-999999,-999999,spectra/inner/sulamitis/027506_vis.tab
27715,X,3.44,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/027715_vis.tab
28894,Cgh,1.9,0.8,3.37,0.08,0.6864,0.0018,-999999,-999999,spectra/inner/sulamitis/028894_vis.tab
29623,Xc,2.61,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/chaldaea/029623_vis.tab
29626,Cb,2.2,0.02,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/029626_vis.tab
30043,B,-0.33,0.08,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/030043_vis.tab
32061,Xk,2,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/032061_vis.tab
32847,C,1.22,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/032847_vis.tab
33804,Ch,0,0.17,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/033804_vis.tab
33913,Ch,0.1,0.9,3.88,0.07,0.7176,0.0011,-999999,-999999,spectra/inner/chaldaea/033913_vis.tab
34228,Xk,2.26,0.65,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/034228_vis_r.tab
34326,Ch,0.7,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/034326_vis.tab
34339,T,5.66,0.97,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/034339_vis_r.tab
34487,Cb,2.07,0.9,2.99,0.03,0.687,0.001,-999999,-999999,spectra/inner/chaldaea/034487_vis.tab
34857,Cb,1.09,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/034857_vis.tab
34923,X,2.5,0.8,1.78,0.04,0.6984,0.001,-999999,-999999,spectra/inner/sulamitis/034923_vis.tab
35358,Ch,-0.44,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/chaldaea/035358_vis.tab
35627,T,8.37,0.48,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/035627_vis_r.tab
36286,C,-0.1,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/clarissa/036286_vis.tab
36465,C,0.7,0.06,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/036465_1_vis.tab
36465,X,3.85,0.53,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/036465_2_vis.tab
36469,Cb,1.12,0.06,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/036469_vis.tab
37233,Cb,1.73,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/037233_vis.tab
37354,X,2.25,0.45,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/037354_vis.tab
37437,Xc,3.65,0.76,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/037437_vis.tab
38173,X,4.9,0.7,4.32,0.28,0.7149,0.006,-999999,-999999,spectra/inner/erigone/038173_vis.tab
39094,C,0.89,0.92,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/039094_vis_r.tab
39694,B,-0.77,0.65,2.23,0.3,0.6887,0.0098,-999999,-999999,spectra/inner/erigone/039694_vis.tab
39888,B,-1,0.08,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/039888_vis.tab
39955,X,2,0.8,1.61,0.04,0.7274,0.0011,-999999,-999999,spectra/inner/sulamitis/039955_vis.tab
40976,C,-1.49,0.67,-999999,-999999,-999999,-999999,0.5157,0.0067,spectra/outer/lixiaohua/040976_vis_b.tab
40976,C,-1.49,0.67,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/040976_vis_r.tab
41525,Ch,-0.14,0.22,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/041525_vis.tab
41746,B,-1.5,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/clarissa/041746_vis.tab
42006,X,6.08,0.74,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/042006_vis.tab
42089,D,10.73,1.33,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/042089_vis_r.tab
42155,Cgh,1.07,0.61,1.34,0.08,0.6961,0.0035,-999999,-999999,spectra/inner/erigone/042155_vis.tab
42431,Cb,2.22,0.9,4.74,0.19,0.721,0.003,-999999,-999999,spectra/inner/chimaera/042431_vis.tab
42552,Cgh,1.33,0.62,2.26,0.1,0.7107,0.0033,-999999,-999999,spectra/inner/erigone/042552_vis.tab
42781,B,-1.12,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/042781_vis.tab
43152,T,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/043152_vis_b.tab
43152,T,5.8,0.82,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/043152_vis_r.tab
43346,Cb,1.07,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/043346_vis.tab
44463,X,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/044463_vis_b.tab
44463,X,4.82,0.81,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/044463_vis_r.tab
44766,Cgh,1.29,0.61,1.48,0.08,0.7054,0.0033,-999999,-999999,spectra/inner/erigone/044766_vis.tab
44773,T,5.3,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/044773_vis.tab
44942,X,4.1,0.63,2.69,0.16,0.7089,0.0081,-999999,-999999,spectra/inner/erigone/044942_vis.tab
45357,Cgh,1.75,0.62,2.76,0.11,0.6913,0.0068,-999999,-999999,spectra/inner/erigone/045357_vis.tab
45378,Cgh,2.72,0.02,1.57,0.08,0.7032,0.0025,0.5241,0.0009,spectra/outer/veritas/045378_vis.tab
45846,Ch,0.59,0.22,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/045846_vis.tab
45892,X,4.32,0.9,1.74,0.08,0.7011,0.0011,-999999,-999999,spectra/inner/chimaera/045892_vis.tab
48153,Xc,0.95,0.78,-999999,-999999,-999999,-999999,0.5676,0.0053,spectra/outer/lixiaohua/048153_vis_b.tab
49731,X,2.85,0.62,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/049731_vis.tab
49833,Cb,0.28,0.15,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/049833_vis.tab
49859,Cgh,2.15,0.61,1.83,0.08,0.6936,0.0032,-999999,-999999,spectra/inner/erigone/049859_vis.tab
50239,T,5.4,0.8,2.29,0.04,0.7331,0.0006,-999999,-999999,spectra/inner/sulamitis/050239_vis.tab
52870,T,5.99,0.77,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/052870_vis.tab
52891,B,-2.13,0.64,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/052891_vis.tab
52951,Xe,3.16,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/052951_vis.tab
53103,C,-0.1,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/053103_vis.tab
53170,Ch,-0.51,0.04,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/053170_vis.tab
53918,B,-1.21,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/053918_vis.tab
54286,Xe,4.09,0.57,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/054286_vis_r.tab
55454,Ch,-0.76,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/055454_vis.tab
56349,B,-0.85,0.87,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/056349_vis.tab
56600,B,-3.62,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/056600_vis.tab
56970,Xe,4.48,1.02,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/056970_vis_r.tab
57068,B,-0.78,0.05,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/057068_vis.tab
57400,Cgh,2.1,0.8,5.93,0.2,0.7422,0.002,-999999,-999999,spectra/inner/sulamitis/057400_vis.tab
57442,C,0.1,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/057442_vis.tab
57473,X,2.1,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/057473_vis.tab
58240,Ch,0.1,0.8,2.76,0.04,0.7144,0.0007,-999999,-999999,spectra/inner/sulamitis/058240_vis.tab
59065,C,1.6,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/059065_vis.tab
59317,B,-0.27,0.22,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/059317_vis.tab
59322,Cg,1.52,0.12,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/059322_vis.tab
59397,Cg,1.51,0.14,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/059397_vis.tab
60571,B,-1.75,0.11,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/060571_vis.tab
60852,C,0.7,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/060852_vis.tab
61309,Ch,0.05,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/chimaera/061309_vis.tab
61500,C,0.86,0.33,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/061500_vis.tab
61560,Cgh,2.85,0.46,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/061560_vis.tab
63312,X,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/063312_vis_b.tab
63312,X,3.08,0.65,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/063312_vis_r.tab
65264,X,-999999,-999999,-999999,-999999,-999999,-999999,-1,-1,spectra/outer/lixiaohua/065264_vis_b.tab
65264,X,2.49,0.43,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/065264_vis_r.tab
65354,Xc,1.78,0.66,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/065354_vis.tab
66062,T,5.48,1.27,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/066062_vis_r.tab
66325,Xc,3.13,0.62,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/066325_vis.tab
66333,B,-1.53,0.08,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/066333_vis.tab
66403,Ch,1.87,0.61,2,0.07,0.7023,0.003,-999999,-999999,spectra/inner/erigone/066403_vis.tab
66421,X,2.7,0.8,1.34,0.05,0.7304,0.0023,-999999,-999999,spectra/inner/sulamitis/066421_vis.tab
67352,Q,0.29,0.1,-1,-1,-1,-1,-999999,-999999,spectra/inner/polana/067352_vis.tab
67586,X,4.6,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/067586_vis.tab
67891,Ch,1.83,0.63,1.75,0.2,0.7348,0.0075,-999999,-999999,spectra/inner/erigone/067891_vis.tab
67918,Ch,0.05,0.61,2.2,0.08,0.7052,0.0032,-999999,-999999,spectra/inner/erigone/067918_vis.tab
67940,Ch,1.11,0.62,1.25,0.11,0.7149,0.0053,-999999,-999999,spectra/inner/erigone/067940_vis.tab
68114,Cgh,1.63,0.61,1.29,0.07,0.7153,0.0033,-999999,-999999,spectra/inner/erigone/068114_vis.tab
68490,Xk,0.87,0.9,-1,-1,-1,-1,-999999,-999999,spectra/inner/klio/068490_vis.tab
68685,Xc,2.18,0.74,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/068685_vis.tab
69266,X,3.07,0.61,-1,-1,-1,-1,-999999,-999999,spectra/inner/erigone/069266_vis.tab
69679,X,2,0.8,-1,-1,-1,-1,-999999,-999999,spectra/inner/sulamitis/069679_vis.tab
70312,B,-0.74,0.62,2,0.1,0.6996,0.0035,-999999,-999999,spectra/inner/erigone/070312_vis.tab
70361,Ch,0.63,0.61,1.96,0.08,0.7049,0.0032,-999999,-999999,spectra/inner/erigone/070361_vis.tab
70427,X,2.65,0.61,1.39,0.14,0.689,0.0068,-999999,-999999,spectra/inner/erigone/070427_vis.tab
71655,Cb,1.53,1.24,-1,-1,-1,-1,-999999,-999999,spectra/outer/lixiaohua/071655_vis_r.tab
71932,Cgh,1.18,0.62,1.74,0.12,0.7199,0.0048,-999999,-999999,spectra/inner/erigone/071932_vis.tab
71966,Cb,2.15,0.9,2.79,0.09,0.71,0.003,-999999,-999999,spectra/inner/chimaera/071966_vis.tab
