wave,refl,refl_err
0.8289,1.18,0.0157
0.8533,1.1695,0.0094
0.8776,1.1663,0.0197
0.9021,1.1416,0.02
0.9265,1.1149,0.0173
0.951,1.1161,0.0087
0.9755,1.129,0.0049
1.0001,1.1488,0.0088
1.0247,1.1824,0.0106
1.0493,1.2033,0.0099
1.074,1.2409,0.0102
1.0987,1.2285,0.0192
1.1234,1.2693,0.0054
1.1482,1.2845,0.0121
1.173,1.3209,0.0202
1.1978,1.3139,0.0083
1.2227,1.3308,0.0038
1.2476,1.3269,0.0106
1.2726,1.3292,0.0205
1.2976,1.3334,0.0098
1.3226,1.3635,0.0133
1.3476,1.3776,0.0039
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,1.4343,0.0229
1.4987,1.4495,0.0226
1.524,1.4227,0.0345
1.549,1.4554,0.0066
1.5747,1.4489,0.01
1.6001,1.4326,0.0401
1.491,1.4566,0.0227
1.552,1.4696,0.0225
1.615,1.4283,0.0054
1.675,1.4161,0.015
1.735,1.3808,0.0226
1.795,1.3689,0.0075
1.853,1.3562,0.0018
1.913,,
1.97,1.3205,0.0094
2.028,1.3301,0.0143
2.084,1.3385,0.0102
2.14,1.3522,0.0024
2.196,1.3666,0.0012
2.252,1.3663,0.0089
2.306,1.3662,0.0066
2.361,1.385,0.0123
2.414,1.37,0.028
2.466,1.4067,0.0265
2.519,1.4077,0.0327
2.57,,
