wave,refl,refl_err
0.8289,1.2214,0.0861
0.8533,1.1912,0.032
0.8776,1.2399,0.0505
0.9021,1.2748,0.0567
0.9265,1.1855,0.0474
0.951,1.2253,0.0466
0.9755,1.2364,0.0145
1.0001,1.2256,0.0181
1.0247,1.24,0.0457
1.0493,1.2043,0.0153
1.074,1.2306,0.0262
1.0987,1.3004,0.0267
1.1234,1.2692,0.0288
1.1482,1.3516,0.0487
1.173,1.365,0.0225
1.1978,1.3501,0.0344
1.2227,1.4533,0.029
1.2476,1.4001,0.0401
1.2726,1.4042,0.0652
1.2976,1.4854,0.0487
1.3226,1.4832,0.0241
1.3476,1.4994,0.0356
1.3727,1.6276,0.0207
1.3978,1.626,0.0468
1.423,1.626,0.0873
1.4482,1.6224,0.0559
1.4734,1.6276,0.0664
1.4987,1.5905,0.0684
1.524,1.5775,0.0438
1.549,1.5927,0.0599
1.5747,1.5437,0.018
1.6001,1.6032,0.0478
1.491,1.5868,0.0149
1.552,1.5806,0.009
1.615,1.5613,0.0211
1.675,1.5626,0.0039
1.735,1.5389,0.0103
1.795,1.5185,0.0379
1.853,1.4929,0.0308
1.913,1.4954,0.0193
1.97,1.4921,0.0232
2.028,1.498,0.0297
2.084,1.5361,0.0019
2.14,1.5643,0.0226
2.196,1.5362,0.0279
2.252,1.5491,0.0096
2.306,1.5527,0.0191
2.361,1.5325,0.0353
2.414,1.5503,0.0238
2.466,1.5656,0.017
2.519,,
2.57,,
