wave,refl,refl_err
0.8289,1.1752,0.0677
0.8533,1.2429,0.032
0.8776,1.1858,0.0533
0.9021,1.1999,0.0163
0.9265,1.2151,0.0173
0.951,1.2093,0.0212
0.9755,1.2477,0.0265
1.0001,1.2833,0.0053
1.0247,1.2914,0.0217
1.0493,1.2618,0.0119
1.074,1.2338,0.0221
1.0987,1.2556,0.0159
1.1234,1.3008,0.0628
1.1482,1.3574,0.0307
1.173,1.324,0.0203
1.1978,1.2665,0.0239
1.2227,1.3317,0.0279
1.2476,1.4351,0.0377
1.2726,1.3585,0.034
1.2976,1.3636,0.0213
1.3226,1.4088,0.0226
1.3476,1.4277,0.0425
1.3727,,
1.3978,,
1.423,,
1.4482,,
1.4734,,
1.4987,1.3907,0.0699
1.524,1.4245,0.0566
1.549,1.5569,0.0441
1.5747,1.5395,0.0499
1.6001,1.4359,0.051
1.491,1.4543,0.0195
1.552,1.4938,0.0291
1.615,1.466,0.0465
1.675,1.5113,0.0157
1.735,1.5529,0.0117
1.795,1.5628,0.0064
1.853,1.5471,0.012
1.913,,
1.97,,
2.028,1.6371,0.0127
2.084,1.664,0.0042
2.14,1.6097,0.0341
2.196,1.5752,0.0328
2.252,1.6308,0.0187
2.306,1.7288,0.0299
2.361,1.6693,0.018
2.414,1.6455,0.0072
2.466,1.7087,0.2002
2.519,1.7138,0.1115
2.57,,
