wave,refl,refl_err
0.8289,1.1199,0.0366
0.8533,1.2418,0.0471
0.8776,1.1825,0.0337
0.9021,1.1772,0.0378
0.9265,1.2206,0.0241
0.951,1.2553,0.0306
0.9755,1.1451,0.0188
1.0001,1.2107,0.005
1.0247,1.1701,0.04
1.0493,1.1967,0.0193
1.074,1.2321,0.0018
1.0987,1.2335,0.0188
1.1234,1.2627,0.0543
1.1482,1.2415,0.0289
1.173,1.2695,0.0169
1.1978,1.2606,0.028
1.2227,1.3137,0.0317
1.2476,1.3094,0.0295
1.2726,1.3633,0.0494
1.2976,1.3278,0.0448
1.3226,1.4218,0.0353
1.3476,1.4606,0.0345
1.3727,,
1.3978,,
1.423,1.4711,0.0259
1.4482,1.4355,0.1142
1.4734,1.4061,0.0574
1.4987,1.5117,0.087
1.524,1.5362,0.035
1.549,1.5756,0.0388
1.5747,1.4805,0.0386
1.6001,1.5899,0.0555
1.491,1.5311,0.082
1.552,1.5402,0.032
1.615,1.5829,0.102
1.675,1.5741,0.1138
1.735,1.5441,0.0476
1.795,1.6646,0.0042
1.853,1.674,0.0767
1.913,1.6001,0.0977
1.97,1.5655,0.0576
2.028,1.5741,0.0718
2.084,1.5969,0.0012
2.14,1.6511,0.0457
2.196,1.6168,0.0097
2.252,1.5356,0.0634
2.306,1.5904,0.0163
2.361,1.6153,0.0288
2.414,1.6293,0.0179
2.466,1.6059,0.0009
2.519,,
2.57,,
