wave,refl,refl_err
0.8289,1.1421,0.0067
0.8533,1.1262,0.0203
0.8776,1.1109,0.0117
0.9021,1.1197,0.0108
0.9265,1.1161,0.0063
0.951,1.1072,0.0044
0.9755,1.1111,0.0044
1.0001,1.1174,0.008
1.0247,1.1237,0.0083
1.0493,1.1353,0.0038
1.074,1.1255,0.0015
1.0987,1.1474,0.0064
1.1234,1.1495,0.006
1.1482,1.1735,0.0044
1.173,1.1961,0.0069
1.1978,1.194,0.005
1.2227,1.1917,0.0024
1.2476,1.2267,0.0038
1.2726,1.2149,0.0026
1.2976,1.2303,0.0075
1.3226,1.2368,0.0081
1.3476,1.2401,0.0034
1.3727,1.2552,0.0091
1.3978,,0.0223
1.423,1.288,0.0161
1.4482,1.3065,0.0039
1.4734,1.3257,0.0058
1.4987,1.3359,0.0066
1.524,1.354,0.0089
1.549,1.3712,0.0029
1.5747,1.3926,0.0113
1.6001,1.351,0.0065
1.491,1.3547,0.0091
1.552,1.3207,0.0061
1.615,1.3685,0.0047
1.675,1.4107,0.0067
1.735,1.3997,0.0078
1.795,1.3679,0.0326
1.853,,0.0889
1.913,,0.0762
1.97,1.3856,0.0198
2.028,1.4061,0.006
2.084,1.433,0.0059
2.14,1.4098,0.0146
2.196,1.4127,0.0087
2.252,1.4027,0.0201
2.306,1.3534,0.0177
2.361,1.3368,0.0077
2.414,1.3495,0.0018
2.466,1.3685,0.0184
2.519,1.338,0.0441
2.57,,0.0795
