wave,refl,refl_err
0.8289,1.0064,0.0246
0.8533,1.0,0.0432
0.8776,0.9734,0.012
0.9021,0.9774,0.0297
0.9265,0.9957,0.0251
0.951,0.9645,0.0419
0.9755,0.9914,0.0205
1.0001,1.0297,0.0226
1.0247,1.0248,0.036
1.0493,1.0115,0.0317
1.074,0.9779,0.0466
1.0987,1.028,0.0407
1.1234,1.0373,0.0572
1.1482,0.9977,0.0542
1.173,1.0071,0.0438
1.1978,0.9887,0.0415
1.2227,1.0468,0.0435
1.2476,1.113,0.064
1.2726,1.057,0.051
1.2976,1.0501,0.0788
1.3226,1.0608,0.0542
1.3476,1.0586,0.0383
1.3727,0.9941,0.0095
1.3978,1.0305,0.0548
1.423,1.1005,0.0312
1.4482,1.147,0.0122
1.4734,1.1218,0.0383
1.4987,,
1.524,1.1288,0.0417
1.549,1.1302,0.0438
1.5747,1.1262,0.0302
1.6001,1.0892,0.0514
1.491,1.1211,0.0122
1.552,1.1224,0.0023
1.615,1.165,0.0142
1.675,1.1424,0.0265
1.735,1.1711,0.0111
1.795,1.175,0.0117
1.853,1.1774,0.0301
1.913,1.1645,0.0121
1.97,1.2282,0.0059
2.028,1.2311,0.0059
2.084,1.2755,0.0301
2.14,1.2509,0.0021
2.196,1.3152,0.0247
2.252,1.2704,0.0224
2.306,1.2914,0.0275
2.361,1.292,0.0198
2.414,1.2917,0.0066
2.466,1.2972,0.009
2.519,,
2.57,,
