wave,refl,refl_err
0.8289,1.1905,0.0039
0.8533,,
0.8776,1.2698,0.0328
0.9021,1.2408,0.0204
0.9265,1.2563,0.0221
0.951,1.2941,0.008
0.9755,1.305,0.0081
1.0001,1.2571,0.014
1.0247,1.3571,0.017
1.0493,1.3184,0.0195
1.074,1.2858,0.0275
1.0987,1.3282,0.0208
1.1234,1.3577,0.0153
1.1482,1.3436,0.0262
1.173,1.3356,0.0456
1.1978,1.3691,0.0311
1.2227,1.3661,0.0149
1.2476,1.395,0.0166
1.2726,1.3551,0.011
1.2976,1.4067,0.0322
1.3226,1.3778,0.0317
1.3476,,
1.3727,,
1.3978,,
1.423,1.4263,0.0608
1.4482,1.3933,0.0163
1.4734,1.4633,0.0188
1.4987,1.4248,0.0284
1.524,1.4575,0.0306
1.549,1.4538,0.0416
1.5747,1.4739,0.0233
1.6001,1.4629,0.0198
1.491,1.432,0.0205
1.552,1.455,0.0175
1.615,1.4767,0.0027
1.675,1.5089,0.0193
1.735,1.4979,0.0012
1.795,1.4657,0.0243
1.853,1.5293,0.0055
1.913,1.5285,0.0304
1.97,1.5238,0.0012
2.028,1.5476,0.0311
2.084,1.5788,0.0171
2.14,1.5396,0.0287
2.196,1.6292,0.05
2.252,1.6047,0.0375
2.306,1.6489,0.0544
2.361,1.6419,0.095
2.414,1.6184,0.0657
2.466,1.5997,0.032
2.519,1.6381,0.115
2.57,,
