wave,refl,refl_err
0.8289,1.0306,0.0024
0.8533,0.9609,0.0052
0.8776,0.9245,0.0065
0.9021,0.9003,0.0023
0.9265,0.8719,0.0059
0.951,0.8759,0.003
0.9755,0.9,0.0076
1.0001,0.9322,0.0054
1.0247,0.9759,0.0037
1.0493,1.0116,0.002
1.074,1.0429,0.0036
1.0987,1.0905,0.0039
1.1234,1.1294,0.0059
1.1482,1.1699,0.0056
1.173,1.1947,0.007
1.1978,1.2077,0.0067
1.2227,1.2304,0.0052
1.2476,1.2554,0.007
1.2726,1.2722,0.0046
1.2976,1.2976,0.006
1.3226,1.3136,0.0102
1.3476,1.3436,0.0032
1.3727,1.3437,0.0044
1.3978,1.3936,0.0055
1.423,1.4247,0.0074
1.4482,1.4371,0.0065
1.4734,1.4514,0.0079
1.4987,1.45,0.0082
1.524,1.45,0.0041
1.549,1.4314,0.005
1.5747,1.4103,0.006
1.6001,1.397,0.0014
1.491,,
1.552,1.4338,0.0017
1.615,1.3869,0.0016
1.675,1.3335,0.0013
1.735,1.2809,0.0005
1.795,1.2492,0.002
1.853,1.233,0.0073
1.913,1.2374,0.0055
1.97,1.258,0.0052
2.028,1.2999,0.0055
2.084,1.3504,0.0068
2.14,1.3984,0.008
2.196,1.447,0.008
2.252,1.476,0.0092
2.306,1.4948,0.0105
2.361,1.5191,0.0099
2.414,1.5342,0.0101
2.466,1.5403,0.0114
2.519,1.5626,0.0163
2.57,,
