wave,refl,refl_err
0.8289,1.1972,0.0096
0.8533,1.1691,0.0421
0.8776,1.1111,0.0144
0.9021,1.1324,0.0185
0.9265,1.1014,0.0106
0.951,1.1114,0.0201
0.9755,1.1551,0.0289
1.0001,1.1547,0.0162
1.0247,1.188,0.0149
1.0493,1.2026,0.0442
1.074,1.2242,0.0284
1.0987,1.2484,0.0345
1.1234,1.2769,0.0108
1.1482,1.2758,0.0258
1.173,1.2852,0.016
1.1978,1.2813,0.0294
1.2227,1.301,0.0099
1.2476,1.3213,0.004
1.2726,1.3538,0.0165
1.2976,1.3597,0.0296
1.3226,,
1.3476,,
1.3727,,
1.3978,,
1.423,,
1.4482,1.3703,0.0019
1.4734,1.3883,0.018
1.4987,1.3733,0.0191
1.524,1.3963,0.0069
1.549,1.3824,0.0012
1.5747,1.3831,0.0243
1.6001,1.3985,0.0161
1.491,1.3961,0.0033
1.552,1.3936,0.0019
1.615,1.3823,0.0019
1.675,1.3694,0.0018
1.735,1.3487,0.0032
1.795,1.3314,0.001
1.853,,
1.913,,
1.97,,
2.028,1.3426,0.0024
2.084,1.3341,0.002
2.14,1.3504,0.0113
2.196,1.361,0.0073
2.252,1.3658,0.0025
2.306,1.3668,0.0025
2.361,1.3581,0.0171
2.414,1.3886,0.0089
2.466,,
2.519,,
2.57,,
