wave,refl,refl_err
0.8289,1.2059,0.0057
0.8533,1.1647,0.0179
0.8776,1.1571,0.0275
0.9021,1.0819,0.0208
0.9265,1.1183,0.0039
0.951,1.1268,0.0085
0.9755,1.1378,0.0195
1.0001,1.1514,0.009
1.0247,1.19,0.0146
1.0493,1.2023,0.0051
1.074,1.2017,0.0138
1.0987,1.219,0.0096
1.1234,1.2534,0.0155
1.1482,,
1.173,,
1.1978,,
1.2227,1.2724,0.0116
1.2476,1.2782,0.02
1.2726,1.304,0.0222
1.2976,1.3477,0.0358
1.3226,1.3385,0.0133
1.3476,1.3704,0.0133
1.3727,,
1.3978,,
1.423,,
1.4482,1.4358,0.0294
1.4734,1.414,0.0239
1.4987,1.4008,0.0293
1.524,1.4276,0.0183
1.549,1.4082,0.0353
1.5747,1.42,0.0194
1.6001,1.3966,0.0326
1.491,1.4337,0.0139
1.552,1.4072,0.0052
1.615,1.3981,0.009
1.675,1.3681,0.0004
1.735,1.3559,0.017
1.795,1.3449,0.0155
1.853,1.3272,0.0068
1.913,1.3177,0.0072
1.97,1.3272,0.011
2.028,1.3369,0.0111
2.084,1.3202,0.0299
2.14,1.3342,0.0203
2.196,1.3472,0.025
2.252,1.371,0.0098
2.306,1.3561,0.0032
2.361,1.3448,0.0128
2.414,1.3782,0.0297
2.466,1.4171,0.041
2.519,1.4499,0.0188
2.57,,
