wave,refl,refl_err
0.8289,1.0357,0.0371
0.8533,0.9908,0.0628
0.8776,0.9836,0.0087
0.9021,1.0051,0.0293
0.9265,0.9871,0.0237
0.951,0.9874,0.0243
0.9755,0.9853,0.0174
1.0001,0.9774,0.0167
1.0247,0.9921,0.0104
1.0493,0.9731,0.0119
1.074,0.9859,0.028
1.0987,0.9937,0.0334
1.1234,0.9306,0.0265
1.1482,0.9918,0.0121
1.173,0.9171,0.0081
1.1978,1.004,0.0308
1.2227,0.9733,0.011
1.2476,0.9692,0.0155
1.2726,0.9651,0.0089
1.2976,0.9866,0.0226
1.3226,0.9825,0.0069
1.3476,0.9787,0.0566
1.3727,0.9809,0.0472
1.3978,0.8776,0.0337
1.423,0.9452,0.0261
1.4482,1.0006,0.0391
1.4734,0.9334,0.0165
1.4987,0.9153,0.0068
1.524,0.9496,0.0123
1.549,0.9911,0.0221
1.5747,0.9801,0.0251
1.6001,0.9883,0.0169
1.491,0.9506,0.0077
1.552,0.981,0.0034
1.615,0.979,0.0042
1.675,0.9933,0.0056
1.735,0.9905,0.0159
1.795,1.002,0.0167
1.853,0.9772,0.0093
1.913,0.9854,0.0182
1.97,1.0098,0.0224
2.028,1.0427,0.0129
2.084,1.06,0.0155
2.14,1.1273,0.0038
2.196,1.1351,0.0056
2.252,1.1067,0.0231
2.306,1.142,0.0239
2.361,1.1288,0.0049
2.414,1.1662,0.0574
2.466,1.087,0.0159
2.519,,
2.57,,
